wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
406.941	1318.661	1322.706	1324.652	0.999	1320.735	1325.723	0.296	406.941	0.296	26.266	35.000
407.125	1325.292	1330.847	1326.137	1.000	1329.029	1327.678	0.296	407.125	0.296	0.000	0.000
407.309	1336.581	1334.149	1335.352	1.000	1338.911	1333.890	0.296	407.309	0.296	0.000	0.000
407.493	1347.487	1348.203	1353.426	1.000	1354.347	1348.372	0.296	407.493	0.296	0.000	0.000
407.678	1341.599	1351.301	1341.164	1.000	1344.901	1342.768	0.296	407.678	0.296	0.000	0.000
407.862	1352.376	1351.019	1355.269	1.000	1353.400	1353.037	0.296	407.862	0.296	0.000	0.000
408.046	1336.274	1342.060	1339.090	1.000	1338.296	1340.854	0.296	408.046	0.296	0.000	0.000
408.231	1342.802	1352.197	1344.056	1.001	1351.967	1351.249	0.296	408.231	0.296	0.000	0.000
408.415	1339.858	1345.695	1345.285	1.001	1337.708	1344.681	0.296	408.415	0.296	0.000	0.000
408.600	1352.376	1346.565	1351.071	1.001	1349.867	1351.439	0.296	408.600	0.296	0.000	0.000
408.784	1338.885	1337.887	1341.932	1.001	1342.623	1348.861	0.296	408.784	0.296	0.000	0.000
408.969	1341.906	1337.605	1337.221	1.001	1351.352	1346.746	0.296	408.969	0.296	0.000	0.000
409.154	1346.027	1342.136	1343.928	1.000	1337.938	1350.311	0.296	409.154	0.296	0.000	0.000
409.338	1344.261	1347.307	1348.792	1.000	1349.560	1352.180	0.296	409.338	0.296	0.000	0.000
409.523	1336.120	1352.274	1340.754	1.000	1341.189	1343.157	0.296	409.523	0.296	0.000	0.000
409.708	1349.509	1373.368	1387.448	1.000	1369.784	1369.145	0.296	409.708	0.296	0.000	0.000
409.893	1334.047	1373.905	1403.038	0.999	1381.893	1373.901	0.296	409.893	0.296	0.000	0.000
410.078	1344.415	1380.971	1403.524	0.998	1383.275	1369.162	0.296	410.078	0.296	0.000	0.000
410.263	1335.480	1371.166	1396.100	0.996	1379.051	1356.258	0.296	410.263	0.296	0.000	0.000
410.448	1350.021	1391.236	1416.913	0.994	1379.281	1374.264	0.296	410.448	0.296	0.000	0.000
410.633	1341.420	1375.006	1401.758	0.991	1381.432	1349.929	0.296	410.633	0.296	0.000	0.000
410.818	1352.530	1379.614	1398.583	0.989	1379.102	1356.699	0.296	410.818	0.296	0.000	0.000
411.003	1351.480	1384.427	1403.499	0.987	1383.608	1362.594	0.296	411.003	0.296	0.000	0.000
411.188	1338.808	1376.133	1410.538	0.986	1384.376	1352.102	0.296	411.188	0.296	0.000	0.000
411.373	1348.587	1380.536	1404.651	0.984	1382.149	1351.587	0.296	411.373	0.296	0.000	0.000
411.559	1345.618	1385.092	1412.330	0.983	1387.857	1351.525	0.296	411.559	0.296	0.000	0.000
411.744	1349.919	1379.486	1403.755	0.982	1385.272	1350.815	0.296	411.744	0.296	0.000	0.000
411.929	1355.679	1387.704	1420.625	0.981	1385.988	1364.622	0.296	411.929	0.296	0.000	0.000
412.115	1337.375	1368.094	1399.966	0.981	1377.848	1344.156	0.296	412.115	0.296	0.000	0.000
412.300	1346.104	1386.859	1406.750	0.980	1387.550	1355.753	0.296	412.300	0.296	0.000	0.000
412.486	1347.205	1374.673	1403.934	0.980	1374.673	1343.694	0.296	412.486	0.296	0.000	0.000
412.671	1338.373	1385.937	1407.748	0.980	1380.024	1353.566	0.296	412.671	0.296	0.000	0.000
412.857	1344.568	1381.893	1402.884	0.980	1384.248	1344.938	0.296	412.857	0.296	0.000	0.000
413.043	1345.336	1379.537	1414.609	0.980	1376.081	1350.838	0.296	413.043	0.296	0.000	0.000
413.228	1345.259	1385.425	1401.143	0.981	1381.304	1345.272	0.296	413.228	0.296	0.000	0.000
413.414	1346.565	1392.670	1417.041	0.981	1386.603	1355.109	0.296	413.414	0.296	0.000	0.000
413.600	1330.002	1378.437	1412.740	0.981	1376.849	1345.172	0.296	413.600	0.296	0.000	0.000
413.786	1380.561	1413.918	1441.898	0.981	1415.838	1394.812	0.296	413.786	0.296	0.000	0.000
413.972	1343.160	1383.940	1406.852	0.981	1377.387	1351.050	0.296	413.972	0.296	0.000	0.000
414.158	1350.968	1387.857	1419.038	0.981	1394.948	1345.423	0.296	414.158	0.296	0.000	0.000
414.344	1337.708	1382.942	1409.335	0.981	1389.521	1357.656	0.296	414.344	0.296	0.000	0.000
414.530	1356.037	1386.987	1422.519	0.981	1391.953	1358.569	0.296	414.530	0.296	0.000	0.000
414.716	1340.344	1374.904	1413.610	0.981	1380.638	1350.461	0.296	414.716	0.296	0.000	0.000
414.902	1359.416	1389.060	1424.977	0.980	1387.576	1361.578	0.296	414.902	0.296	0.000	0.000
415.088	1344.415	1381.253	1414.711	0.979	1377.925	1347.705	0.296	415.088	0.296	0.000	0.000
415.274	1345.951	1388.881	1426.026	0.978	1382.046	1352.092	0.296	415.274	0.296	0.000	0.000
415.460	1344.927	1379.793	1427.665	0.977	1387.422	1352.536	0.296	415.460	0.296	0.000	0.000
415.647	1349.125	1388.241	1441.540	0.976	1389.956	1356.104	0.296	415.647	0.296	0.000	0.000
415.833	1339.244	1372.369	1433.527	0.974	1374.801	1337.993	0.296	415.833	0.296	0.000	0.000
416.019	1345.362	1393.310	1448.451	0.972	1385.400	1354.156	0.296	416.019	0.296	0.000	0.000
416.206	1335.122	1372.344	1441.847	0.969	1371.192	1349.259	0.297	416.206	0.297	0.000	0.000
416.392	1352.171	1381.688	1460.586	0.966	1380.408	1349.778	0.297	416.392	0.297	0.000	0.000
416.579	1345.055	1380.357	1461.200	0.963	1381.995	1351.828	0.297	416.579	0.297	0.000	0.000
416.765	1352.658	1389.291	1482.269	0.960	1392.337	1358.994	0.297	416.765	0.297	0.000	0.000
416.952	1343.288	1378.027	1480.912	0.956	1380.485	1340.845	0.297	416.952	0.297	0.000	0.000
417.139	1345.157	1383.659	1487.798	0.951	1381.867	1344.337	0.297	417.139	0.297	0.000	0.000
417.325	1341.650	1380.357	1458.922	0.947	1374.238	1318.949	0.297	417.325	0.297	0.000	0.000
417.512	1356.958	1394.846	1448.349	0.944	1385.016	1317.988	0.297	417.512	0.297	0.000	0.000
417.699	1346.514	1385.246	1433.604	0.943	1379.486	1313.875	0.297	417.699	0.297	0.000	0.000
417.886	1350.354	1390.724	1437.648	0.944	1387.576	1313.853	0.298	417.886	0.298	0.000	0.000
418.073	1340.268	1376.721	1417.118	0.946	1382.609	1305.189	0.298	418.073	0.298	0.000	0.000
418.260	1349.330	1391.416	1418.398	0.949	1388.011	1314.984	0.298	418.260	0.298	0.000	0.000
418.447	1346.616	1382.686	1418.346	0.954	1379.896	1317.430	0.298	418.447	0.298	0.000	0.000
418.634	1351.711	1394.411	1426.129	0.958	1396.945	1322.029	0.298	418.634	0.298	0.000	0.000
418.821	1351.224	1387.422	1410.820	0.962	1389.214	1334.651	0.298	418.821	0.298	0.000	0.000
419.008	1349.586	1396.971	1411.537	0.967	1392.107	1334.392	0.298	419.008	0.298	0.000	0.000
419.195	1345.311	1380.177	1404.292	0.971	1377.976	1344.790	0.299	419.195	0.299	0.000	0.000
419.382	1349.867	1381.125	1408.670	0.975	1381.918	1345.825	0.299	419.382	0.299	0.000	0.000
419.569	1343.544	1383.147	1415.402	0.978	1388.497	1349.130	0.299	419.569	0.299	0.000	0.000
419.757	1357.061	1395.640	1416.196	0.981	1398.711	1356.337	0.299	419.757	0.299	0.000	0.000
419.944	1341.496	1379.947	1401.374	0.982	1374.878	1347.406	0.299	419.944	0.299	0.000	0.000
420.131	1344.619	1386.654	1413.201	0.984	1386.526	1354.407	0.299	420.131	0.299	0.000	0.000
420.319	1344.875	1371.601	1412.561	0.984	1380.152	1352.509	0.299	420.319	0.299	0.000	0.000
420.506	1354.091	1388.011	1417.783	0.984	1389.009	1365.421	0.300	420.506	0.300	0.000	0.000
420.694	1334.277	1376.670	1405.879	0.984	1377.848	1352.594	0.300	420.694	0.300	0.000	0.000
420.881	1346.335	1386.500	1416.478	0.983	1382.635	1358.666	0.300	420.881	0.300	0.000	0.000
421.069	1342.853	1386.424	1401.707	0.982	1376.261	1358.976	0.300	421.069	0.300	0.000	0.000
421.256	1346.821	1381.457	1414.481	0.982	1387.243	1356.882	0.300	421.256	0.300	0.000	0.000
421.444	1347.640	1385.220	1407.825	0.982	1379.589	1355.602	0.300	421.444	0.300	0.000	0.000
421.632	1358.008	1382.814	1413.175	0.981	1382.200	1359.370	0.301	421.632	0.301	0.000	0.000
421.820	1339.884	1383.659	1413.406	0.981	1384.478	1355.817	0.301	421.820	0.301	0.000	0.000
422.007	1348.075	1387.908	1416.247	0.981	1389.035	1361.172	0.301	422.007	0.301	0.000	0.000
