wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
408.658	1318.661	1322.706	1324.652	0.999	1327.263	1328.176	0.375	408.658	0.375	26.334	35.000
408.834	1325.292	1330.847	1326.137	1.000	1325.522	1327.575	0.375	408.834	0.375	0.000	0.000
409.010	1336.581	1334.149	1335.352	1.000	1332.767	1343.160	0.375	409.010	0.375	0.000	0.000
409.186	1347.487	1348.203	1353.426	1.000	1358.290	1346.323	0.375	409.186	0.375	0.000	0.000
409.361	1341.599	1351.301	1341.164	1.000	1341.599	1349.348	0.375	409.361	0.375	0.000	0.000
409.537	1352.376	1351.019	1355.269	1.000	1349.816	1352.371	0.375	409.537	0.375	0.000	0.000
409.714	1336.274	1342.060	1339.090	1.000	1338.578	1336.270	0.375	409.714	0.375	0.000	0.000
409.890	1342.802	1352.197	1344.056	1.001	1342.956	1346.690	0.375	409.890	0.375	0.000	0.000
410.066	1339.858	1345.695	1345.285	1.001	1346.232	1338.019	0.375	410.066	0.375	0.000	0.000
410.242	1352.376	1346.565	1351.071	1.001	1348.101	1349.774	0.375	410.242	0.375	0.000	0.000
410.419	1338.885	1337.887	1341.932	1.001	1343.442	1347.042	0.375	410.419	0.375	0.000	0.000
410.595	1341.906	1337.605	1337.221	1.001	1346.411	1340.649	0.375	410.595	0.375	0.000	0.000
410.772	1346.027	1342.136	1343.928	1.000	1342.111	1344.702	0.375	410.772	0.375	0.000	0.000
410.948	1344.261	1347.307	1348.792	1.000	1352.914	1346.343	0.375	410.948	0.375	0.000	0.000
411.125	1336.120	1352.274	1340.754	1.000	1337.426	1340.776	0.375	411.125	0.375	0.000	0.000
411.302	1349.509	1373.368	1387.448	1.000	1375.185	1355.910	0.375	411.302	0.375	0.000	0.000
411.478	1334.047	1373.905	1403.038	0.999	1381.816	1366.379	0.375	411.478	0.375	0.000	0.000
411.655	1344.415	1380.971	1403.524	0.998	1374.238	1369.903	0.375	411.655	0.375	0.000	0.000
411.832	1335.480	1371.166	1396.100	0.996	1372.472	1363.371	0.375	411.832	0.375	0.000	0.000
412.009	1350.021	1391.236	1416.913	0.994	1390.520	1367.829	0.375	412.009	0.375	0.000	0.000
412.186	1341.420	1375.006	1401.758	0.991	1375.877	1353.836	0.375	412.186	0.375	0.000	0.000
412.364	1352.530	1379.614	1398.583	0.989	1379.896	1350.422	0.375	412.364	0.375	0.000	0.000
412.541	1351.480	1384.427	1403.499	0.987	1385.476	1349.001	0.375	412.541	0.375	0.000	0.000
412.718	1338.808	1376.133	1410.538	0.986	1370.731	1352.834	0.375	412.718	0.375	0.000	0.000
412.896	1348.587	1380.536	1404.651	0.984	1376.977	1343.449	0.375	412.896	0.375	0.000	0.000
413.073	1345.618	1385.092	1412.330	0.983	1380.843	1348.707	0.375	413.073	0.375	0.000	0.000
413.251	1349.919	1379.486	1403.755	0.982	1380.792	1349.508	0.375	413.251	0.375	0.000	0.000
413.428	1355.679	1387.704	1420.625	0.981	1388.139	1360.376	0.375	413.428	0.375	0.000	0.000
413.606	1337.375	1368.094	1399.966	0.981	1372.677	1338.232	0.375	413.606	0.375	0.000	0.000
413.784	1346.104	1386.859	1406.750	0.980	1380.613	1350.861	0.375	413.784	0.375	0.000	0.000
413.962	1347.205	1374.673	1403.934	0.980	1381.381	1339.305	0.375	413.962	0.375	0.000	0.000
414.140	1338.373	1385.937	1407.748	0.980	1377.592	1343.057	0.375	414.140	0.375	0.000	0.000
414.318	1344.568	1381.893	1402.884	0.980	1378.846	1344.637	0.375	414.318	0.375	0.000	0.000
414.496	1345.336	1379.537	1414.609	0.980	1386.552	1350.587	0.375	414.496	0.375	0.000	0.000
414.674	1345.259	1385.425	1401.143	0.981	1374.853	1346.000	0.375	414.674	0.375	0.000	0.000
414.852	1346.565	1392.670	1417.041	0.981	1384.196	1350.739	0.375	414.852	0.375	0.000	0.000
415.030	1330.002	1378.437	1412.740	0.981	1378.923	1346.277	0.375	415.030	0.375	0.000	0.000
