wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
407.203	1318.661	1322.706	1324.652	0.999	1326.981	1325.186	0.299	407.203	0.299	26.311	35.000
407.386	1325.292	1330.847	1326.137	1.000	1338.732	1333.640	0.299	407.386	0.299	0.000	0.000
407.569	1336.581	1334.149	1335.352	1.000	1354.194	1349.485	0.299	407.569	0.299	0.000	0.000
407.752	1347.487	1348.203	1353.426	1.000	1351.608	1343.251	0.299	407.752	0.299	0.000	0.000
407.935	1341.599	1351.301	1341.164	1.000	1343.800	1342.179	0.299	407.935	0.299	0.000	0.000
408.118	1352.376	1351.019	1355.269	1.000	1350.251	1346.353	0.299	408.118	0.299	0.000	0.000
408.302	1336.274	1342.060	1339.090	1.000	1336.376	1335.425	0.299	408.302	0.299	0.000	0.000
408.485	1342.802	1352.197	1344.056	1.001	1345.285	1340.414	0.299	408.485	0.299	0.000	0.000
408.668	1339.858	1345.695	1345.285	1.001	1343.544	1336.430	0.299	408.668	0.299	0.000	0.000
408.852	1352.376	1346.565	1351.071	1.001	1356.805	1350.901	0.299	408.852	0.299	0.000	0.000
409.035	1338.885	1337.887	1341.932	1.001	1344.850	1343.301	0.299	409.035	0.299	0.000	0.000
409.219	1341.906	1337.605	1337.221	1.001	1341.292	1352.254	0.299	409.219	0.299	0.000	0.000
409.402	1346.027	1342.136	1343.928	1.000	1346.821	1344.651	0.299	409.402	0.299	0.000	0.000
409.586	1344.261	1347.307	1348.792	1.000	1352.504	1353.947	0.299	409.586	0.299	0.000	0.000
409.770	1336.120	1352.274	1340.754	1.000	1343.160	1343.387	0.299	409.770	0.299	0.000	0.000
409.954	1349.509	1373.368	1387.448	1.000	1367.326	1367.225	0.299	409.954	0.299	0.000	0.000
410.137	1334.047	1373.905	1403.038	0.999	1377.566	1365.790	0.299	410.137	0.299	0.000	0.000
410.321	1344.415	1380.971	1403.524	0.998	1374.827	1364.946	0.299	410.321	0.299	0.000	0.000
410.505	1335.480	1371.166	1396.100	0.996	1365.509	1355.442	0.299	410.505	0.299	0.000	0.000
410.689	1350.021	1391.236	1416.913	0.994	1390.315	1372.305	0.299	410.689	0.299	0.000	0.000
410.873	1341.420	1375.006	1401.758	0.991	1384.017	1355.612	0.299	410.873	0.299	0.000	0.000
411.057	1352.530	1379.614	1398.583	0.989	1381.611	1361.155	0.298	411.057	0.298	0.000	0.000
411.241	1351.480	1384.427	1403.499	0.987	1381.713	1362.822	0.298	411.241	0.298	0.000	0.000
411.425	1338.808	1376.133	1410.538	0.986	1380.689	1354.196	0.298	411.425	0.298	0.000	0.000
411.610	1348.587	1380.536	1404.651	0.984	1385.092	1349.571	0.298	411.610	0.298	0.000	0.000
411.794	1345.618	1385.092	1412.330	0.983	1387.627	1360.030	0.298	411.794	0.298	0.000	0.000
411.978	1349.919	1379.486	1403.755	0.982	1381.534	1346.918	0.298	411.978	0.298	0.000	0.000
412.162	1355.679	1387.704	1420.625	0.981	1383.659	1355.428	0.298	412.162	0.298	0.000	0.000
412.347	1337.375	1368.094	1399.966	0.981	1377.745	1341.822	0.298	412.347	0.298	0.000	0.000
412.531	1346.104	1386.859	1406.750	0.980	1387.806	1355.878	0.298	412.531	0.298	0.000	0.000
412.716	1347.205	1374.673	1403.934	0.980	1374.597	1347.757	0.298	412.716	0.298	0.000	0.000
412.900	1338.373	1385.937	1407.748	0.980	1380.152	1353.014	0.298	412.900	0.298	0.000	0.000
413.085	1344.568	1381.893	1402.884	0.980	1386.244	1346.494	0.298	413.085	0.298	0.000	0.000
413.270	1345.336	1379.537	1414.609	0.980	1378.923	1353.022	0.298	413.270	0.298	0.000	0.000
413.454	1345.259	1385.425	1401.143	0.981	1377.080	1342.159	0.298	413.454	0.298	0.000	0.000
413.639	1346.565	1392.670	1417.041	0.981	1388.216	1352.849	0.298	413.639	0.298	0.000	0.000
413.824	1330.002	1378.437	1412.740	0.981	1372.344	1348.287	0.298	413.824	0.298	0.000	0.000
414.009	1380.561	1413.918	1441.898	0.981	1419.498	1384.988	0.298	414.009	0.298	0.000	0.000
414.193	1343.160	1383.940	1406.852	0.981	1382.789	1347.734	0.298	414.193	0.298	0.000	0.000
414.378	1350.968	1387.857	1419.038	0.981	1382.993	1351.553	0.298	414.378	0.298	0.000	0.000
414.563	1337.708	1382.942	1409.335	0.981	1385.246	1359.917	0.299	414.563	0.299	0.000	0.000
414.748	1356.037	1386.987	1422.519	0.981	1386.500	1353.822	0.299	414.748	0.299	0.000	0.000
414.934	1340.344	1374.904	1413.610	0.981	1378.769	1349.130	0.299	414.934	0.299	0.000	0.000
415.119	1359.416	1389.060	1424.977	0.980	1391.339	1356.361	0.299	415.119	0.299	0.000	0.000
415.304	1344.415	1381.253	1414.711	0.979	1377.745	1345.876	0.299	415.304	0.299	0.000	0.000
415.489	1345.951	1388.881	1426.026	0.978	1385.707	1355.622	0.299	415.489	0.299	0.000	0.000
415.674	1344.927	1379.793	1427.665	0.977	1378.616	1348.234	0.299	415.674	0.299	0.000	0.000
415.860	1349.125	1388.241	1441.540	0.976	1390.161	1358.927	0.299	415.860	0.299	0.000	0.000
416.045	1339.244	1372.369	1433.527	0.974	1375.441	1347.243	0.299	416.045	0.299	0.000	0.000
416.230	1345.362	1393.310	1448.451	0.972	1380.305	1352.216	0.299	416.230	0.299	0.000	0.000
416.416	1335.122	1372.344	1441.847	0.969	1380.945	1346.430	0.299	416.416	0.299	0.000	0.000
416.601	1352.171	1381.688	1460.586	0.966	1391.825	1349.630	0.299	416.601	0.299	0.000	0.000
416.787	1345.055	1380.357	1461.200	0.963	1379.179	1335.850	0.299	416.787	0.299	0.000	0.000
416.973	1352.658	1389.291	1482.269	0.960	1389.060	1359.510	0.300	416.973	0.300	0.000	0.000
417.158	1343.288	1378.027	1480.912	0.956	1380.997	1344.049	0.300	417.158	0.300	0.000	0.000
417.344	1345.157	1383.659	1487.798	0.951	1384.888	1340.904	0.300	417.344	0.300	0.000	0.000
417.530	1341.650	1380.357	1458.922	0.947	1374.725	1322.318	0.300	417.530	0.300	0.000	0.000
417.716	1356.958	1394.846	1448.349	0.944	1390.136	1317.819	0.300	417.716	0.300	0.000	0.000
417.901	1346.514	1385.246	1433.604	0.943	1382.942	1308.781	0.300	417.901	0.300	0.000	0.000
418.087	1350.354	1390.724	1437.648	0.944	1387.908	1308.078	0.300	418.087	0.300	0.000	0.000
