wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1129.168	1140.964	1127.448	1.012	1196.628	1202.503	-0.036
182.898	1139.326	1130.233	1132.158	1.009	1201.287	1205.740	-0.030
183.116	1141.906	1145.306	1141.046	1.007	1207.994	1217.025	-0.056
183.335	1159.683	1149.975	1158.577	1.005	1222.100	1229.563	-0.049
183.553	1148.829	1149.115	1160.051	1.003	1210.964	1220.509	-0.062
183.772	1157.717	1164.024	1151.163	1.001	1217.415	1231.257	-0.091
183.990	1146.330	1138.220	1143.545	1.000	1205.793	1202.224	0.027
184.209	1146.289	1152.761	1152.228	1.000	1209.786	1219.124	-0.060
184.427	1137.155	1144.978	1149.525	1.000	1201.492	1203.589	-0.014
184.645	1152.843	1154.645	1154.358	1.000	1217.082	1209.776	0.052
184.864	1154.071	1147.436	1145.019	0.999	1208.558	1209.379	-0.006
185.082	1155.095	1149.648	1155.382	0.999	1220.026	1209.789	0.075
185.300	1153.785	1149.361	1143.340	0.999	1208.506	1213.203	-0.036
185.519	1155.996	1159.150	1156.734	0.999	1222.407	1213.848	0.060
185.737	1141.210	1151.573	1150.631	1.000	1215.316	1212.077	0.019
185.956	1154.235	1212.397	1192.819	1.000	1270.867	1246.186	0.103
186.174	1154.604	1240.127	1208.547	1.002	1304.658	1275.371	0.094
186.392	1150.508	1245.779	1215.469	1.004	1296.211	1271.635	0.080
186.611	1140.555	1213.462	1202.403	1.007	1292.447	1270.115	0.069
186.829	1158.167	1240.578	1220.671	1.009	1314.924	1288.961	0.079
187.047	1148.501	1230.297	1212.070	1.011	1296.825	1276.134	0.065
187.265	1153.047	1236.318	1219.893	1.013	1301.203	1281.597	0.062
187.484	1149.689	1248.974	1216.616	1.015	1308.908	1299.824	0.026
187.702	1162.837	1230.788	1209.817	1.016	1299.308	1284.382	0.050
187.920	1145.511	1236.645	1218.091	1.017	1308.140	1296.130	0.033
188.138	1152.843	1246.967	1218.541	1.018	1301.791	1295.356	0.019
188.357	1155.177	1241.192	1208.424	1.019	1299.206	1300.911	-0.005
188.575	1158.454	1242.789	1225.791	1.020	1309.215	1309.986	-0.002
188.793	1143.545	1230.461	1198.758	1.020	1300.947	1300.059	0.002
189.011	1157.389	1245.001	1210.268	1.021	1313.926	1297.923	0.047
189.229	1146.002	1240.127	1216.616	1.022	1290.835	1306.597	-0.045
189.448	1159.601	1235.007	1214.241	1.022	1302.355	1302.840	-0.001
189.666	1146.781	1237.997	1210.145	1.022	1294.649	1307.955	-0.037
189.884	1157.430	1247.745	1215.388	1.023	1313.234	1304.201	0.026
190.102	1151.982	1256.429	1212.111	1.023	1304.479	1298.312	0.018
190.320	1162.181	1256.675	1223.047	1.024	1314.438	1322.966	-0.024
190.538	1157.758	1257.535	1213.749	1.025	1311.161	1305.947	0.015
190.757	1156.283	1254.217	1224.767	1.026	1319.045	1306.903	0.034
190.975	1152.515	1255.364	1209.653	1.027	1319.404	1313.163	0.017
191.193	1147.968	1261.713	1215.101	1.029	1322.271	1310.233	0.031
191.411	1141.906	1268.020	1213.790	1.030	1331.615	1308.264	0.057
191.629	1146.985	1285.428	1221.286	1.032	1338.783	1321.510	0.041
191.847	1143.995	1281.168	1209.162	1.035	1342.418	1311.425	0.074
192.065	1157.307	1304.638	1218.582	1.039	1362.488	1330.200	0.074
192.283	1141.824	1301.197	1217.108	1.043	1358.418	1324.053	0.075
192.501	1153.908	1319.547	1204.861	1.049	1378.565	1331.704	0.102
192.719	1148.255	1334.129	1208.465	1.055	1395.665	1341.280	0.108
192.937	1154.276	1353.789	1218.910	1.063	1407.031	1360.993	0.087
193.155	1146.084	1380.495	1210.472	1.072	1427.716	1361.778	0.116
193.373	1154.604	1410.641	1220.835	1.083	1458.768	1383.306	0.124
193.591	1144.200	1388.154	1218.828	1.094	1455.517	1398.194	0.088
193.809	1153.252	1371.525	1227.389	1.106	1443.997	1420.574	0.036
194.027	1151.982	1331.139	1211.169	1.114	1403.806	1420.518	-0.028
194.245	1153.867	1306.645	1215.101	1.119	1378.078	1445.020	-0.113
194.463	1145.347	1278.219	1210.350	1.119	1349.151	1427.629	-0.141
194.681	1148.870	1271.748	1221.859	1.115	1340.549	1430.581	-0.167
194.899	1156.283	1252.661	1216.207	1.108	1315.846	1409.292	-0.200
195.117	1155.300	1265.849	1226.733	1.097	1322.629	1413.671	-0.189
195.335	1148.009	1250.408	1232.713	1.085	1311.186	1389.039	-0.169
195.553	1165.663	1252.538	1233.696	1.072	1311.647	1385.655	-0.178
195.770	1152.884	1246.640	1227.921	1.060	1304.402	1365.534	-0.147
195.988	1147.313	1241.192	1225.955	1.048	1308.934	1342.356	-0.082
196.206	1153.826	1242.994	1207.114	1.038	1308.601	1321.168	-0.034
196.424	1159.027	1261.180	1225.095	1.030	1311.852	1327.572	-0.043
