wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
405.469	1318.354	1314.591	1319.916	0.996	1305.862	1316.095	0.207	405.469	0.207	25.819	35.000
405.663	1320.658	1317.765	1326.444	0.995	1320.121	1313.949	0.207	405.663	0.207	0.000	0.000
405.858	1331.896	1339.679	1333.100	0.996	1330.156	1328.401	0.207	405.858	0.207	0.000	0.000
406.052	1347.743	1339.909	1349.893	0.997	1334.610	1328.310	0.207	406.052	0.207	0.000	0.000
406.246	1332.101	1337.503	1338.424	0.997	1323.653	1334.770	0.207	406.246	0.207	0.000	0.000
406.440	1340.165	1339.423	1339.986	0.997	1336.325	1333.983	0.207	406.440	0.207	0.000	0.000
406.634	1323.295	1332.460	1334.712	0.997	1325.676	1317.886	0.207	406.634	0.207	0.000	0.000
406.829	1334.456	1336.632	1344.210	0.998	1332.690	1333.742	0.207	406.829	0.207	0.000	0.000
407.023	1326.981	1325.599	1331.820	0.998	1323.653	1325.187	0.207	407.023	0.207	0.000	0.000
407.217	1333.228	1339.576	1341.087	0.997	1349.202	1336.747	0.207	407.217	0.207	0.000	0.000
407.412	1332.844	1334.866	1331.948	0.997	1334.124	1328.064	0.207	407.412	0.207	0.000	0.000
407.606	1340.063	1338.655	1339.269	0.998	1339.244	1331.722	0.207	407.606	0.207	0.000	0.000
407.800	1327.340	1338.732	1336.760	0.998	1324.524	1331.994	0.207	407.800	0.207	0.000	0.000
407.995	1337.170	1339.525	1337.784	0.998	1339.653	1336.946	0.207	407.995	0.207	0.000	0.000
408.189	1337.068	1337.733	1336.863	0.999	1330.898	1327.209	0.207	408.189	0.207	0.000	0.000
408.383	1343.314	1367.864	1383.940	0.999	1355.909	1371.780	0.207	408.383	0.207	0.000	0.000
408.578	1327.007	1362.821	1400.196	0.998	1366.226	1375.517	0.207	408.578	0.207	0.000	0.000
408.772	1335.071	1380.024	1399.019	0.997	1368.760	1368.755	0.207	408.772	0.207	0.000	0.000
408.966	1333.228	1366.738	1389.009	0.995	1353.682	1357.444	0.207	408.966	0.207	0.000	0.000
409.161	1344.184	1386.680	1407.262	0.993	1375.774	1372.665	0.207	409.161	0.207	0.000	0.000
409.355	1335.660	1367.557	1388.702	0.991	1368.632	1362.289	0.207	409.355	0.207	0.000	0.000
409.550	1331.180	1371.781	1398.583	0.989	1370.040	1363.677	0.207	409.550	0.207	0.000	0.000
409.744	1339.474	1373.649	1406.673	0.987	1376.337	1360.854	0.207	409.744	0.207	0.000	0.000
409.939	1335.890	1379.461	1397.227	0.985	1372.446	1360.396	0.207	409.939	0.207	0.000	0.000
410.133	1342.572	1377.976	1395.768	0.984	1370.680	1354.683	0.207	410.133	0.207	0.000	0.000
410.328	1338.015	1374.289	1404.958	0.983	1362.002	1355.032	0.207	410.328	0.207	0.000	0.000
410.522	1337.375	1369.733	1405.598	0.982	1368.786	1348.775	0.208	410.522	0.208	0.000	0.000
410.717	1342.597	1379.921	1412.484	0.981	1382.661	1355.532	0.208	410.717	0.208	0.000	0.000
410.911	1328.210	1365.688	1397.815	0.980	1359.928	1344.897	0.209	410.911	0.209	0.000	0.000
411.106	1338.706	1374.315	1398.916	0.980	1369.989	1353.435	0.209	411.106	0.209	0.000	0.000
411.300	1331.436	1366.558	1396.791	0.979	1358.981	1346.606	0.210	411.300	0.210	0.000	0.000
411.495	1340.524	1380.510	1404.369	0.979	1369.502	1348.606	0.210	411.495	0.210	0.000	0.000
411.690	1333.125	1370.731	1396.638	0.979	1363.691	1340.982	0.211	411.690	0.211	0.000	0.000
411.884	1341.676	1362.898	1402.935	0.979	1375.032	1343.466	0.211	411.884	0.211	0.000	0.000
412.079	1336.453	1376.952	1403.729	0.979	1366.866	1339.167	0.212	412.079	0.212	0.000	0.000
412.274	1341.317	1389.060	1408.337	0.979	1379.640	1353.536	0.213	412.274	0.213	0.000	0.000
412.468	1340.933	1369.042	1401.963	0.979	1367.838	1339.639	0.213	412.468	0.213	0.000	0.000
412.663	1372.677	1409.642	1438.724	0.979	1408.081	1385.566	0.214	412.663	0.214	0.000	0.000
412.858	1342.316	1371.781	1402.884	0.979	1374.622	1352.578	0.214	412.858	0.214	0.000	0.000
413.052	1336.607	1375.928	1406.724	0.979	1369.016	1353.269	0.215	413.052	0.215	0.000	0.000
