wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
177.870	1184.054	1238.755	1243.650	0.996	1251.493	1245.895	0.038
178.089	1196.894	1243.690	1241.049	0.997	1258.026	1254.947	0.022
178.308	1215.285	1266.075	1268.819	0.998	1287.804	1289.075	-0.008
178.526	1233.594	1283.626	1275.454	0.999	1302.918	1302.099	0.005
178.745	1219.504	1274.349	1275.864	1.000	1301.177	1289.542	0.067
178.964	1231.239	1278.813	1277.523	1.000	1303.553	1302.371	0.007
179.182	1214.241	1266.423	1267.856	1.000	1278.342	1281.430	-0.020
179.401	1218.070	1268.225	1265.972	1.000	1289.422	1290.342	-0.006
179.620	1211.619	1268.758	1268.409	1.000	1284.179	1282.889	0.008
179.838	1225.464	1278.711	1279.796	1.001	1289.585	1300.538	-0.068
180.057	1211.374	1272.567	1273.693	1.000	1295.176	1289.885	0.028
180.275	1221.695	1268.983	1274.226	1.000	1297.081	1288.403	0.053
180.494	1218.193	1269.352	1270.171	1.000	1287.619	1293.575	-0.036
180.713	1222.269	1280.247	1278.526	1.000	1295.627	1298.153	-0.015
180.931	1215.285	1273.058	1276.007	1.000	1291.551	1290.121	0.008
181.150	1223.272	1346.621	1317.704	1.000	1376.174	1317.030	0.212
181.368	1216.063	1382.379	1337.733	1.001	1400.913	1324.930	0.230
181.587	1218.623	1373.655	1338.593	1.004	1387.929	1330.885	0.178
181.805	1207.523	1359.831	1332.736	1.008	1374.822	1325.567	0.151
182.024	1232.201	1394.216	1359.462	1.011	1413.160	1361.434	0.146
182.242	1213.135	1373.388	1346.417	1.014	1390.878	1341.415	0.142
182.461	1222.965	1382.379	1347.461	1.017	1399.848	1349.796	0.144
182.679	1227.921	1385.738	1355.387	1.019	1410.784	1360.576	0.139
182.898	1220.856	1377.484	1333.822	1.022	1393.192	1359.012	0.096
183.116	1226.877	1383.423	1351.782	1.023	1400.729	1371.157	0.081
183.335	1217.251	1378.734	1345.556	1.025	1397.391	1367.243	0.080
183.553	1220.446	1377.566	1347.441	1.026	1397.923	1371.537	0.070
183.772	1238.898	1387.437	1357.926	1.026	1413.979	1379.141	0.096
183.990	1218.439	1381.048	1337.406	1.026	1392.865	1361.336	0.087
184.209	1231.054	1384.693	1346.929	1.027	1402.162	1370.776	0.088
184.427	1222.637	1377.976	1345.515	1.027	1392.127	1370.141	0.060
