wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1165.448	1164.245	1161.045	1.003	1204.078	1208.320	-0.045
182.898	1171.541	1173.384	1167.777	1.003	1206.766	1205.697	0.013
183.116	1177.633	1186.542	1182.753	1.003	1217.210	1224.432	-0.073
183.335	1189.588	1188.948	1196.884	1.003	1221.818	1233.841	-0.138
183.553	1172.846	1187.182	1185.979	1.002	1222.714	1228.542	-0.048
183.772	1189.102	1188.692	1188.667	1.001	1227.194	1225.413	0.021
183.990	1182.062	1175.892	1174.459	1.001	1215.188	1216.316	-0.015
184.209	1180.526	1181.012	1195.425	1.000	1226.016	1215.139	0.119
184.427	1178.580	1178.683	1180.603	1.000	1221.306	1219.446	0.019
184.645	1186.209	1187.054	1192.737	0.999	1230.752	1227.027	0.038
184.864	1177.761	1181.960	1189.179	0.998	1209.530	1210.250	-0.010
185.082	1179.297	1188.206	1190.305	0.998	1221.434	1229.914	-0.080
185.300	1187.643	1179.886	1184.904	0.997	1216.109	1220.979	-0.069
185.519	1191.918	1195.297	1192.993	0.997	1226.093	1225.809	0.004
185.737	1181.678	1189.230	1180.321	0.997	1220.052	1218.626	0.016
185.956	1188.820	1241.786	1243.117	0.997	1286.508	1269.568	0.083
186.174	1182.472	1257.965	1264.851	0.998	1308.780	1273.594	0.142
186.392	1190.075	1268.717	1270.534	0.998	1299.411	1286.521	0.054
186.611	1176.225	1258.118	1258.144	0.998	1286.022	1266.772	0.084
186.829	1194.811	1269.613	1285.740	0.998	1312.185	1288.928	0.096
187.047	1184.571	1268.051	1265.184	0.998	1307.730	1272.435	0.147
187.265	1187.822	1266.797	1266.771	0.998	1312.364	1284.310	0.111
187.484	1192.455	1269.510	1275.014	0.998	1305.094	1295.925	0.037
187.702	1182.779	1265.901	1271.225	0.998	1306.758	1282.123	0.096
187.920	1182.958	1266.157	1268.665	0.998	1310.290	1283.794	0.101
188.138	1192.174	1268.614	1270.585	0.997	1308.550	1277.615	0.134
188.357	1188.667	1270.893	1267.872	0.998	1309.394	1283.060	0.107
188.575	1194.990	1275.705	1280.083	0.998	1319.071	1290.718	0.113
188.793	1184.750	1261.958	1277.241	0.998	1309.727	1279.493	0.120
189.011	1189.614	1278.931	1274.246	0.997	1314.591	1283.421	0.125
189.229	1182.369	1267.309	1271.405	0.997	1307.474	1284.097	0.090
189.448	1182.932	1275.219	1284.998	0.997	1312.057	1283.833	0.107
189.666	1176.686	1263.878	1272.736	0.997	1301.407	1277.466	0.093
189.884	1180.910	1274.553	1275.219	0.997	1313.465	1279.786	0.127
190.102	1179.860	1280.979	1271.328	0.997	1317.279	1280.198	0.137
190.320	1195.604	1293.932	1283.820	0.997	1319.071	1294.386	0.097
190.538	1183.726	1269.613	1282.515	0.998	1316.306	1282.102	0.130
190.757	1192.967	1284.358	1281.772	0.999	1326.777	1286.602	0.155
190.975	1182.830	1280.953	1277.549	0.999	1323.423	1286.677	0.132
191.193	1178.708	1292.780	1277.267	1.000	1326.674	1289.384	0.126
191.411	1189.819	1291.884	1275.757	1.001	1332.639	1291.977	0.146
191.629	1192.558	1294.265	1279.161	1.002	1341.573	1293.804	0.168
191.847	1177.480	1297.337	1263.827	1.004	1346.488	1287.698	0.186
192.065	1194.734	1324.140	1282.182	1.007	1363.973	1303.686	0.191
192.283	1185.083	1323.167	1271.865	1.011	1363.128	1290.538	0.227
192.501	1188.615	1343.672	1275.577	1.015	1381.765	1305.075	0.220
192.719	1193.300	1354.424	1278.880	1.021	1394.462	1315.351	0.217
192.937	1190.433	1366.840	1274.502	1.028	1403.729	1332.385	0.177
193.155	1169.851	1388.267	1266.797	1.035	1423.645	1330.340	0.199
193.373	1181.908	1419.268	1276.013	1.045	1461.175	1347.044	0.228
193.591	1184.494	1415.940	1276.678	1.056	1464.093	1365.542	0.189
193.809	1189.998	1402.782	1287.174	1.066	1451.191	1376.438	0.146
194.027	1180.500	1364.946	1277.088	1.075	1420.343	1388.056	0.063
194.245	1190.331	1333.228	1288.044	1.081	1389.752	1405.690	-0.033
194.463	1176.609	1313.874	1274.963	1.082	1354.296	1396.114	-0.092
