wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
405.353	1318.354	1314.591	1319.916	0.996	1327.365	1312.449	0.226	405.353	0.226	25.582	35.000
405.550	1320.658	1317.765	1326.444	0.995	1326.034	1317.720	0.226	405.550	0.226	0.000	0.000
405.746	1331.896	1339.679	1333.100	0.996	1329.541	1323.914	0.226	405.746	0.226	0.000	0.000
405.943	1347.743	1339.909	1349.893	0.997	1338.783	1337.138	0.226	405.943	0.226	0.000	0.000
406.139	1332.101	1337.503	1338.424	0.997	1330.616	1330.508	0.226	406.139	0.226	0.000	0.000
406.336	1340.165	1339.423	1339.986	0.997	1338.834	1337.251	0.226	406.336	0.226	0.000	0.000
406.532	1323.295	1332.460	1334.712	0.997	1325.113	1332.288	0.226	406.532	0.226	0.000	0.000
406.729	1334.456	1336.632	1344.210	0.998	1333.330	1332.924	0.226	406.729	0.226	0.000	0.000
406.925	1326.981	1325.599	1331.820	0.998	1336.146	1330.320	0.226	406.925	0.226	0.000	0.000
407.122	1333.228	1339.576	1341.087	0.997	1341.573	1337.947	0.226	407.122	0.226	0.000	0.000
407.318	1332.844	1334.866	1331.948	0.997	1334.124	1323.290	0.226	407.318	0.226	0.000	0.000
407.515	1340.063	1338.655	1339.269	0.998	1335.327	1329.781	0.226	407.515	0.226	0.000	0.000
407.711	1327.340	1338.732	1336.760	0.998	1325.445	1327.804	0.226	407.711	0.226	0.000	0.000
407.908	1337.170	1339.525	1337.784	0.998	1342.111	1339.144	0.226	407.908	0.226	0.000	0.000
408.104	1337.068	1337.733	1336.863	0.999	1327.877	1334.752	0.226	408.104	0.226	0.000	0.000
408.301	1343.314	1367.864	1383.940	0.999	1359.774	1367.994	0.226	408.301	0.226	0.000	0.000
408.497	1327.007	1362.821	1400.196	0.998	1367.813	1366.903	0.226	408.497	0.226	0.000	0.000
408.694	1335.071	1380.024	1399.019	0.997	1372.088	1365.846	0.226	408.694	0.226	0.000	0.000
408.891	1333.228	1366.738	1389.009	0.995	1363.461	1348.353	0.226	408.891	0.226	0.000	0.000
409.087	1344.184	1386.680	1407.262	0.993	1371.883	1374.723	0.226	409.087	0.226	0.000	0.000
409.284	1335.660	1367.557	1388.702	0.991	1366.200	1356.938	0.226	409.284	0.226	0.000	0.000
409.480	1331.180	1371.781	1398.583	0.989	1366.814	1362.614	0.226	409.480	0.226	0.000	0.000
