wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
177.870	1150.262	1243.731	1249.240	0.996	1293.354	1282.940	0.033
178.089	1160.912	1259.030	1249.220	0.998	1293.067	1292.369	0.002
178.308	1184.217	1280.472	1279.387	1.000	1331.282	1335.382	-0.012
178.526	1191.856	1284.670	1288.213	1.001	1339.023	1347.230	-0.024
178.745	1188.006	1288.377	1285.490	1.001	1325.118	1339.000	-0.042
178.964	1190.198	1291.121	1286.370	1.001	1339.085	1334.517	0.014
179.182	1178.381	1268.491	1275.209	1.001	1319.445	1322.055	-0.008
179.401	1183.664	1278.731	1282.684	1.001	1329.377	1326.234	0.009
179.620	1175.596	1273.857	1270.847	1.000	1320.080	1317.450	0.008
179.838	1192.573	1293.087	1284.302	1.000	1336.525	1341.268	-0.014
180.057	1179.077	1277.871	1276.212	1.000	1326.920	1328.387	-0.004
180.275	1192.655	1276.827	1283.298	1.001	1332.040	1333.191	-0.004
180.494	1186.245	1277.543	1286.370	1.000	1327.944	1326.330	0.005
180.713	1198.287	1286.698	1287.517	1.000	1335.439	1336.217	-0.002
180.931	1181.555	1284.752	1283.523	1.000	1341.788	1329.777	0.034
181.150	1180.224	1357.578	1335.808	1.000	1406.606	1361.176	0.097
181.368	1182.784	1396.285	1347.482	1.001	1439.271	1372.172	0.132
181.587	1175.309	1391.042	1352.888	1.004	1438.882	1363.188	0.147
181.805	1167.998	1370.337	1339.453	1.007	1422.335	1365.517	0.110
182.024	1183.542	1415.085	1365.033	1.011	1455.594	1406.605	0.086
182.242	1175.555	1389.301	1358.602	1.015	1435.421	1389.576	0.084
182.461	1184.648	1389.649	1365.995	1.019	1440.726	1405.192	0.065
182.679	1192.532	1406.156	1374.126	1.021	1447.873	1416.009	0.058
182.898	1177.562	1387.683	1354.158	1.023	1437.449	1403.428	0.061
183.116	1186.020	1397.657	1366.548	1.024	1444.371	1419.756	0.043
183.335	1186.818	1386.250	1364.459	1.025	1440.214	1417.133	0.041
183.553	1187.289	1392.148	1362.923	1.025	1440.009	1409.450	0.056
183.772	1192.491	1411.685	1374.412	1.025	1453.853	1415.840	0.068
183.990	1179.528	1388.523	1354.137	1.025	1433.947	1406.291	0.050
184.209	1190.730	1396.448	1354.772	1.025	1444.944	1408.150	0.068
184.427	1179.118	1390.161	1359.544	1.025	1437.162	1416.264	0.037
184.645	1184.074	1394.933	1354.015	1.025	1435.810	1403.599	0.059
184.864	1176.722	1385.676	1352.048	1.026	1435.626	1403.796	0.057
