wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
405.580	1252.333	1293.164	1289.606	1.003	1295.187	1293.960	0.192	405.580	0.192	26.514	35.000
405.776	1258.502	1294.649	1302.995	1.001	1304.556	1304.626	0.192	405.776	0.192	0.000	0.000
405.973	1266.822	1299.743	1301.791	0.999	1317.049	1307.539	0.192	405.973	0.192	0.000	0.000
406.169	1277.037	1327.084	1317.637	0.999	1315.692	1319.957	0.192	406.169	0.192	0.000	0.000
406.366	1268.537	1307.602	1313.567	0.999	1312.646	1318.236	0.192	406.366	0.192	0.000	0.000
406.563	1275.757	1312.978	1317.074	1.000	1315.769	1321.317	0.192	406.563	0.192	0.000	0.000
406.759	1257.453	1313.030	1307.218	0.999	1306.937	1306.426	0.192	406.759	0.192	0.000	0.000
406.956	1267.616	1313.593	1311.084	1.000	1316.434	1314.532	0.192	406.956	0.192	0.000	0.000
407.153	1265.824	1306.937	1303.532	1.000	1311.238	1308.161	0.192	407.153	0.192	0.000	0.000
407.349	1269.152	1322.220	1316.921	1.000	1324.805	1317.823	0.192	407.349	0.192	0.000	0.000
407.546	1261.549	1312.159	1313.311	1.001	1314.207	1315.156	0.192	407.546	0.192	0.000	0.000
407.743	1273.478	1315.231	1313.721	1.001	1315.334	1315.643	0.192	407.743	0.192	0.000	0.000
407.939	1263.827	1309.522	1311.263	1.001	1314.105	1311.604	0.192	407.939	0.192	0.000	0.000
408.136	1273.197	1317.842	1323.551	1.001	1323.218	1323.347	0.192	408.136	0.192	0.000	0.000
408.333	1266.771	1314.514	1314.182	1.001	1313.004	1311.908	0.192	408.333	0.192	0.000	0.000
408.529	1268.333	1339.397	1350.584	1.000	1335.685	1345.137	0.192	408.529	0.192	0.000	0.000
408.726	1263.238	1347.205	1367.787	0.999	1349.253	1353.960	0.192	408.726	0.192	0.000	0.000
408.923	1271.533	1351.506	1370.526	0.998	1352.683	1347.975	0.192	408.923	0.192	0.000	0.000
409.119	1254.483	1343.340	1363.154	0.996	1339.602	1344.066	0.192	409.119	0.192	0.000	0.000
409.316	1270.918	1352.939	1377.310	0.994	1354.117	1354.178	0.192	409.316	0.192	0.000	0.000
