wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1189.153	1191.585	1190.356	1.001	1199.943	1206.051	-0.195
182.898	1193.351	1191.252	1196.654	1.000	1210.004	1212.611	-0.063
183.116	1195.015	1196.641	1197.524	0.999	1204.602	1213.325	-0.281
183.335	1201.876	1203.604	1205.588	0.999	1220.807	1214.418	0.179
183.553	1190.817	1201.722	1200.084	0.999	1214.113	1211.420	0.053
183.772	1202.926	1204.756	1200.225	0.999	1219.591	1215.802	0.112
183.990	1190.868	1191.419	1195.847	0.999	1213.421	1208.414	0.109
184.209	1196.615	1201.057	1204.769	0.999	1218.349	1217.062	0.027
184.427	1192.046	1191.457	1194.951	0.999	1217.338	1208.590	0.184
184.645	1204.833	1208.686	1205.012	0.999	1217.287	1223.691	-0.180
184.864	1195.399	1198.804	1192.686	0.999	1209.057	1214.353	-0.142
185.082	1205.665	1206.266	1206.126	1.000	1215.162	1218.825	-0.142
185.300	1192.903	1196.795	1194.644	1.000	1210.106	1212.704	-0.061
185.519	1204.436	1203.988	1206.561	1.000	1221.127	1219.858	0.034
185.737	1190.855	1201.902	1206.855	1.000	1218.221	1212.281	0.106
185.956	1197.371	1235.373	1253.126	1.000	1249.863	1258.529	-0.066
186.174	1195.489	1247.431	1271.456	0.999	1269.357	1263.367	0.037
186.392	1203.732	1252.256	1273.133	0.997	1268.333	1268.303	0.000
186.611	1192.596	1250.835	1271.123	0.995	1257.158	1267.050	-0.062
186.829	1201.479	1257.478	1279.456	0.992	1273.990	1267.742	0.039
187.047	1193.415	1254.355	1269.075	0.990	1267.104	1257.122	0.063
187.265	1204.346	1254.611	1279.916	0.988	1271.661	1258.976	0.091
187.484	1198.484	1248.224	1281.056	0.987	1270.521	1255.326	0.103
187.702	1201.940	1257.005	1276.845	0.985	1272.915	1251.778	0.154
187.920	1195.131	1258.464	1272.057	0.983	1258.554	1254.412	0.029
188.138	1203.950	1256.390	1275.590	0.983	1270.854	1255.215	0.116
188.357	1196.359	1250.387	1276.256	0.982	1265.017	1251.621	0.094
