wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1252.179	1300.255	1301.279	0.999	1301.292	1304.949	-0.031
182.898	1256.378	1306.079	1305.439	0.999	1306.732	1310.339	-0.030
183.116	1265.709	1310.342	1308.639	1.000	1308.614	1317.306	-0.080
183.335	1271.878	1319.263	1321.746	1.000	1322.514	1322.523	-0.000
183.553	1264.250	1314.796	1317.535	1.000	1312.748	1314.290	-0.014
183.772	1274.310	1322.297	1319.097	1.000	1321.055	1320.224	0.008
183.990	1260.653	1311.929	1310.162	1.000	1316.921	1308.909	0.067
184.209	1267.065	1316.434	1310.380	1.000	1315.948	1320.549	-0.039
184.427	1260.832	1309.074	1310.457	1.000	1312.313	1315.822	-0.029
184.645	1271.213	1321.362	1323.756	1.001	1321.746	1323.205	-0.012
184.864	1267.539	1315.308	1309.535	1.001	1312.953	1314.156	-0.011
185.082	1266.118	1323.129	1319.301	1.001	1319.058	1321.786	-0.022
185.300	1264.326	1318.623	1313.682	1.001	1319.468	1313.060	0.054
185.519	1272.928	1317.215	1320.735	1.001	1320.492	1323.456	-0.026
185.737	1258.528	1317.305	1316.153	1.001	1313.183	1320.207	-0.053
185.956	1271.021	1353.234	1368.786	1.001	1357.368	1362.920	-0.027
186.174	1263.443	1369.029	1384.811	1.000	1369.374	1370.068	-0.003
186.392	1264.442	1367.634	1392.337	0.999	1369.554	1375.393	-0.023
186.611	1260.627	1365.483	1386.027	0.997	1363.691	1364.323	-0.003
186.829	1270.765	1374.661	1398.993	0.995	1379.397	1382.422	-0.012
187.047	1259.859	1369.182	1383.480	0.992	1371.576	1360.135	0.047
187.265	1268.960	1374.225	1396.023	0.990	1375.006	1359.419	0.069
187.484	1267.360	1370.910	1390.622	0.989	1372.715	1360.015	0.056
187.702	1268.115	1366.648	1395.512	0.987	1376.657	1359.402	0.075
187.920	1267.053	1368.837	1396.523	0.986	1369.374	1357.493	0.054
188.138	1269.267	1376.811	1396.868	0.985	1376.632	1355.541	0.095
188.357	1268.793	1373.701	1391.454	0.984	1371.166	1352.404	0.088
188.575	1270.854	1377.374	1398.135	0.983	1380.459	1357.914	0.100
188.793	1268.192	1364.766	1387.704	0.983	1375.057	1351.439	0.108
189.011	1271.776	1378.501	1396.100	0.983	1376.773	1353.333	0.110
189.229	1266.515	1368.005	1392.772	0.983	1372.305	1346.655	0.121
189.448	1272.121	1371.665	1396.612	0.983	1375.595	1351.342	0.116
189.666	1263.469	1366.814	1396.139	0.983	1370.437	1345.714	0.114
189.884	1267.808	1375.787	1390.481	0.983	1376.427	1349.388	0.124
190.102	1261.894	1370.360	1394.769	0.983	1373.803	1353.168	0.089
190.320	1270.253	1382.545	1413.649	0.983	1384.952	1359.864	0.107
190.538	1262.650	1376.312	1401.796	0.983	1370.552	1353.194	0.076
190.757	1271.341	1379.985	1407.147	0.983	1379.755	1362.239	0.077
190.975	1264.352	1377.451	1404.023	0.982	1377.861	1355.243	0.097
191.193	1271.648	1380.651	1404.907	0.982	1371.243	1362.713	0.039
191.411	1265.017	1374.264	1402.449	0.982	1372.600	1354.898	0.078
191.629	1271.225	1379.704	1413.406	0.982	1377.413	1373.743	0.015
191.847	1259.693	1370.168	1409.502	0.981	1373.137	1353.647	0.082
192.065	1270.035	1375.237	1422.813	0.980	1381.009	1372.649	0.034
192.283	1258.797	1372.369	1422.263	0.978	1366.853	1360.579	0.026
192.501	1274.336	1375.416	1433.386	0.976	1373.432	1370.845	0.011
192.719	1263.648	1371.486	1428.202	0.974	1370.897	1370.154	0.003
192.937	1273.363	1378.744	1446.263	0.971	1378.680	1372.416	0.027
193.155	1266.720	1365.893	1446.340	0.968	1369.643	1362.822	0.030
193.373	1268.217	1373.009	1464.144	0.964	1371.435	1374.327	-0.012
193.591	1264.544	1374.085	1476.662	0.960	1372.638	1385.602	-0.049
193.809	1271.187	1380.843	1484.675	0.955	1380.229	1376.738	0.014
194.027	1266.323	1373.777	1474.051	0.950	1375.032	1356.702	0.080
194.245	1272.403	1378.539	1466.717	0.945	1381.125	1347.231	0.162
194.463	1264.864	1378.155	1439.530	0.942	1371.640	1327.490	0.232
194.681	1273.529	1378.718	1431.863	0.940	1377.912	1322.182	0.332
194.899	1262.355	1377.233	1418.001	0.941	1371.141	1306.123	0.395
195.117	1268.397	1380.254	1421.649	0.943	1385.348	1316.337	0.387
195.335	1266.681	1372.779	1412.305	0.947	1384.260	1314.015	0.395
195.553	1272.864	1379.921	1411.703	0.951	1388.062	1323.578	0.356
195.770	1268.781	1382.174	1396.151	0.955	1379.294	1320.402	0.331
195.988	1276.358	1387.524	1397.879	0.961	1386.193	1325.699	0.348
196.206	1269.049	1379.230	1399.607	0.967	1376.875	1335.587	0.210
196.424	1271.558	1387.716	1410.103	0.972	1382.264	1345.962	0.173
196.642	1261.818	1375.992	1403.563	0.977	1377.515	1348.419	0.126
196.860	1268.934	1376.581	1401.975	0.980	1379.909	1352.508	0.123
197.078	1262.278	1371.064	1395.665	0.983	1375.761	1357.430	0.077
197.295	1269.728	1379.717	1404.049	0.984	1382.046	1357.847	0.105
197.513	1270.816	1374.277	1396.830	0.985	1375.915	1358.486	0.079
197.731	1276.704	1383.403	1411.114	0.986	1386.654	1372.240	0.061
197.949	1262.253	1370.974	1397.137	0.986	1372.216	1359.787	0.052
198.167	1269.446	1378.641	1396.855	0.986	1380.638	1364.624	0.068
198.384	1265.709	1375.941	1397.534	0.986	1381.521	1366.507	0.060
198.602	1273.926	1382.584	1402.897	0.986	1380.933	1362.262	0.083
198.820	1264.390	1372.741	1397.495	0.985	1373.841	1356.986	0.073
199.038	1273.849	1378.949	1402.500	0.985	1380.229	1363.566	0.074
199.255	1268.256	1370.782	1394.360	0.985	1380.792	1359.236	0.092
199.473	1273.785	1378.654	1405.265	0.984	1382.891	1360.631	0.099
199.691	1268.793	1370.398	1394.513	0.984	1374.341	1358.166	0.072
199.908	1273.248	1385.553	1402.219	0.984	1384.683	1365.184	0.084
200.126	1264.211	1374.341	1395.217	0.984	1373.726	1352.385	0.094
200.344	1272.813	1377.950	1402.475	0.984	1382.942	1364.210	0.081
200.561	1260.486	1364.946	1398.519	0.984	1370.245	1354.615	0.067
200.779	1273.504	1383.134	1402.603	0.983	1381.969	1360.052	0.098
200.997	1269.561	1378.872	1398.430	0.983	1381.957	1352.657	0.131
201.214	1271.085	1378.347	1403.844	0.983	1384.401	1360.321	0.104
201.432	1258.771	1372.254	1393.528	0.983	1373.765	1355.614	0.075
201.650	1272.685	1385.566	1411.409	0.983	1386.014	1368.886	0.071
201.867	1264.544	1371.320	1402.347	0.983	1374.277	1353.825	0.090
202.085	1279.046	1383.134	1406.596	0.983	1382.980	1367.837	0.068
202.302	1268.320	1382.481	1404.164	0.983	1378.385	1361.263	0.073
202.520	1272.441	1386.462	1411.102	0.983	1382.008	1361.961	0.088
202.738	1267.385	1375.006	1410.039	0.982	1374.929	1363.769	0.048
202.955	1274.118	1385.182	1422.506	0.982	1389.892	1373.474	0.066
203.173	1266.681	1376.683	1417.655	0.981	1375.275	1366.191	0.038
