wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1165.448	1164.245	1161.045	1.003	1194.836	1204.726	-0.126
182.898	1171.541	1173.384	1167.777	1.003	1205.486	1216.226	-0.119
183.116	1177.633	1186.542	1182.753	1.003	1226.093	1227.103	-0.009
183.335	1189.588	1188.948	1196.884	1.003	1227.168	1231.222	-0.044
183.553	1172.846	1187.182	1185.979	1.002	1227.578	1232.211	-0.035
183.772	1189.102	1188.692	1188.667	1.001	1227.245	1231.821	-0.049
183.990	1182.062	1175.892	1174.459	1.001	1217.441	1216.752	0.009
184.209	1180.526	1181.012	1195.425	1.000	1222.074	1225.204	-0.032
184.427	1178.580	1178.683	1180.603	1.000	1217.876	1213.713	0.049
184.645	1186.209	1187.054	1192.737	0.999	1223.021	1225.876	-0.032
184.864	1177.761	1181.960	1189.179	0.998	1220.948	1215.642	0.057
185.082	1179.297	1188.206	1190.305	0.998	1228.423	1225.624	0.025
185.300	1187.643	1179.886	1184.904	0.997	1227.501	1216.946	0.134
185.519	1191.918	1195.297	1192.993	0.997	1228.039	1222.108	0.078
185.737	1181.678	1189.230	1180.321	0.997	1223.482	1224.011	-0.005
185.956	1188.820	1241.786	1243.117	0.997	1280.825	1266.478	0.074
186.174	1182.472	1257.965	1264.851	0.998	1303.020	1285.500	0.068
186.392	1190.075	1268.717	1270.534	0.998	1302.867	1280.260	0.097
186.611	1176.225	1258.118	1258.144	0.998	1299.155	1277.431	0.084
186.829	1194.811	1269.613	1285.740	0.998	1324.524	1289.516	0.137
187.047	1184.571	1268.051	1265.184	0.998	1302.099	1285.722	0.065
187.265	1187.822	1266.797	1266.771	0.998	1309.215	1287.018	0.088
187.484	1192.455	1269.510	1275.014	0.998	1312.057	1291.659	0.081
187.702	1182.779	1265.901	1271.225	0.998	1308.473	1282.787	0.099
187.920	1182.958	1266.157	1268.665	0.998	1303.353	1286.756	0.064
188.138	1192.174	1268.614	1270.585	0.997	1314.258	1290.485	0.094
188.357	1188.667	1270.893	1267.872	0.998	1311.826	1287.325	0.096
188.575	1194.990	1275.705	1280.083	0.998	1321.759	1299.198	0.085
188.793	1184.750	1261.958	1277.241	0.998	1301.894	1284.065	0.072
189.011	1189.614	1278.931	1274.246	0.997	1313.644	1285.898	0.110
189.229	1182.369	1267.309	1271.405	0.997	1308.063	1279.195	0.113
189.448	1182.932	1275.219	1284.998	0.997	1308.729	1292.079	0.062
189.666	1176.686	1263.878	1272.736	0.997	1304.530	1288.058	0.060
189.884	1180.910	1274.553	1275.219	0.997	1312.159	1285.424	0.099
190.102	1179.860	1280.979	1271.328	0.997	1314.975	1291.448	0.083
190.320	1195.604	1293.932	1283.820	0.997	1335.378	1298.495	0.133
