wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
405.277	1318.354	1314.591	1319.916	0.996	1315.692	1310.333	0.228	405.277	0.228	25.667	35.000
405.474	1320.658	1317.765	1326.444	0.995	1317.356	1315.605	0.228	405.474	0.228	0.000	0.000
405.671	1331.896	1339.679	1333.100	0.996	1332.434	1324.424	0.228	405.671	0.228	0.000	0.000
405.868	1347.743	1339.909	1349.893	0.997	1341.036	1339.052	0.228	405.868	0.228	0.000	0.000
406.065	1332.101	1337.503	1338.424	0.997	1335.352	1326.373	0.228	406.065	0.228	0.000	0.000
406.261	1340.165	1339.423	1339.986	0.997	1343.826	1337.251	0.228	406.261	0.228	0.000	0.000
406.458	1323.295	1332.460	1334.712	0.997	1326.418	1325.547	0.228	406.458	0.228	0.000	0.000
406.655	1334.456	1336.632	1344.210	0.998	1339.653	1332.541	0.228	406.655	0.228	0.000	0.000
406.852	1326.981	1325.599	1331.820	0.998	1330.028	1331.086	0.228	406.852	0.228	0.000	0.000
407.049	1333.228	1339.576	1341.087	0.997	1340.728	1336.134	0.228	407.049	0.228	0.000	0.000
407.245	1332.844	1334.866	1331.948	0.997	1334.815	1322.217	0.228	407.245	0.228	0.000	0.000
407.442	1340.063	1338.655	1339.269	0.998	1335.378	1333.433	0.228	407.442	0.228	0.000	0.000
407.639	1327.340	1338.732	1336.760	0.998	1332.690	1331.279	0.228	407.639	0.228	0.000	0.000
407.836	1337.170	1339.525	1337.784	0.998	1337.784	1332.397	0.228	407.836	0.228	0.000	0.000
408.033	1337.068	1337.733	1336.863	0.999	1330.130	1326.954	0.228	408.033	0.228	0.000	0.000
408.230	1343.314	1367.864	1383.940	0.999	1353.477	1365.948	0.228	408.230	0.228	0.000	0.000
408.426	1327.007	1362.821	1400.196	0.998	1367.429	1367.235	0.228	408.426	0.228	0.000	0.000
408.623	1335.071	1380.024	1399.019	0.997	1367.275	1371.767	0.228	408.623	0.228	0.000	0.000
408.820	1333.228	1366.738	1389.009	0.995	1365.150	1362.104	0.228	408.820	0.228	0.000	0.000
409.017	1344.184	1386.680	1407.262	0.993	1384.120	1375.231	0.228	409.017	0.228	0.000	0.000
409.214	1335.660	1367.557	1388.702	0.991	1367.429	1357.699	0.228	409.214	0.228	0.000	0.000
409.411	1331.180	1371.781	1398.583	0.989	1377.208	1358.564	0.228	409.411	0.228	0.000	0.000
409.607	1339.474	1373.649	1406.673	0.987	1371.857	1356.963	0.228	409.607	0.228	0.000	0.000
409.804	1335.890	1379.461	1397.227	0.985	1371.909	1353.965	0.228	409.804	0.228	0.000	0.000
410.001	1342.572	1377.976	1395.768	0.984	1374.853	1355.842	0.228	410.001	0.228	0.000	0.000
410.198	1338.015	1374.289	1404.958	0.983	1380.869	1343.378	0.228	410.198	0.228	0.000	0.000
410.395	1337.375	1369.733	1405.598	0.982	1368.325	1350.284	0.229	410.395	0.229	0.000	0.000
410.592	1342.597	1379.921	1412.484	0.981	1375.877	1351.838	0.230	410.592	0.230	0.000	0.000
410.789	1328.210	1365.688	1397.815	0.980	1368.299	1346.152	0.230	410.789	0.230	0.000	0.000
410.986	1338.706	1374.315	1398.916	0.980	1376.414	1355.491	0.231	410.986	0.231	0.000	0.000
411.182	1331.436	1366.558	1396.791	0.979	1364.843	1342.822	0.231	411.182	0.231	0.000	0.000
411.379	1340.524	1380.510	1404.369	0.979	1369.886	1341.866	0.232	411.379	0.232	0.000	0.000
411.576	1333.125	1370.731	1396.638	0.979	1368.274	1341.483	0.232	411.576	0.232	0.000	0.000
411.773	1341.676	1362.898	1402.935	0.979	1374.085	1342.714	0.233	411.773	0.233	0.000	0.000
411.970	1336.453	1376.952	1403.729	0.979	1365.790	1347.885	0.233	411.970	0.233	0.000	0.000
412.167	1341.317	1389.060	1408.337	0.979	1384.836	1352.885	0.234	412.167	0.234	0.000	0.000
412.364	1340.933	1369.042	1401.963	0.979	1360.901	1341.694	0.235	412.364	0.235	0.000	0.000
412.561	1372.677	1409.642	1438.724	0.979	1418.065	1383.360	0.235	412.561	0.235	0.000	0.000
412.758	1342.316	1371.781	1402.884	0.979	1370.859	1347.038	0.236	412.758	0.236	0.000	0.000
412.955	1336.607	1375.928	1406.724	0.979	1378.565	1354.673	0.236	412.955	0.236	0.000	0.000
413.152	1336.760	1371.397	1409.105	0.979	1368.299	1352.766	0.237	413.152	0.237	0.000	0.000
413.349	1344.491	1375.032	1412.382	0.979	1371.729	1351.619	0.237	413.349	0.237	0.000	0.000
413.545	1327.365	1371.038	1402.935	0.978	1372.702	1343.809	0.238	413.545	0.238	0.000	0.000
413.742	1336.684	1383.428	1418.961	0.978	1383.633	1359.706	0.238	413.742	0.238	0.000	0.000
413.939	1329.951	1366.482	1409.438	0.977	1366.789	1343.766	0.239	413.939	0.239	0.000	0.000
414.136	1336.044	1380.459	1415.454	0.976	1377.745	1354.741	0.240	414.136	0.240	0.000	0.000
414.333	1340.882	1370.987	1420.241	0.975	1380.101	1356.292	0.240	414.333	0.240	0.000	0.000
414.530	1345.643	1378.821	1423.313	0.974	1381.918	1366.094	0.241	414.530	0.241	0.000	0.000
414.727	1334.789	1370.833	1421.162	0.973	1362.974	1348.328	0.241	414.727	0.241	0.000	0.000
414.924	1338.629	1377.617	1432.964	0.972	1372.856	1363.707	0.242	414.924	0.242	0.000	0.000
415.121	1335.122	1372.984	1435.472	0.970	1365.022	1357.457	0.242	415.121	0.242	0.000	0.000
415.318	1338.476	1384.452	1459.024	0.968	1378.283	1373.491	0.243	415.318	0.243	0.000	0.000
415.515	1338.604	1374.648	1459.408	0.965	1373.291	1364.892	0.243	415.515	0.243	0.000	0.000
415.712	1337.477	1380.101	1478.633	0.961	1379.384	1379.194	0.244	415.712	0.244	0.000	0.000
415.909	1335.557	1371.525	1478.275	0.957	1374.008	1373.164	0.245	415.909	0.245	0.000	0.000
416.106	1340.037	1379.333	1476.816	0.952	1372.293	1355.738	0.245	416.106	0.245	0.000	0.000
416.303	1333.868	1378.232	1456.387	0.948	1374.059	1338.730	0.246	416.303	0.246	0.000	0.000
416.500	1343.288	1381.560	1456.362	0.945	1378.565	1338.555	0.246	416.500	0.246	0.000	0.000
416.697	1339.704	1377.438	1434.397	0.943	1374.443	1313.970	0.247	416.697	0.247	0.000	0.000
416.894	1344.722	1385.912	1430.225	0.943	1378.053	1319.479	0.247	416.894	0.247	0.000	0.000
417.091	1348.792	1372.446	1421.111	0.944	1367.941	1306.898	0.248	417.091	0.248	0.000	0.000
417.288	1337.605	1381.688	1420.983	0.947	1377.029	1312.608	0.248	417.288	0.248	0.000	0.000
417.485	1338.322	1378.513	1410.897	0.950	1369.630	1316.047	0.249	417.485	0.249	0.000	0.000
417.682	1345.003	1390.776	1415.018	0.954	1374.341	1320.263	0.249	417.682	0.249	0.000	0.000
417.879	1342.956	1377.566	1404.830	0.959	1381.125	1319.210	0.250	417.879	0.250	0.000	0.000
418.076	1342.495	1381.867	1409.438	0.964	1380.741	1331.241	0.250	418.076	0.250	0.000	0.000
418.273	1334.098	1378.437	1400.503	0.968	1369.349	1333.983	0.251	418.273	0.251	0.000	0.000
418.470	1339.858	1381.713	1416.094	0.972	1371.371	1345.235	0.251	418.470	0.251	0.000	0.000
418.667	1340.063	1377.617	1400.247	0.976	1372.395	1343.438	0.252	418.667	0.252	0.000	0.000
418.864	1345.925	1377.848	1415.326	0.978	1374.187	1361.739	0.252	418.864	0.252	0.000	0.000
419.061	1327.775	1369.554	1397.508	0.980	1364.562	1345.546	0.253	419.061	0.253	0.000	0.000
419.258	1341.701	1376.363	1410.743	0.981	1369.912	1359.293	0.253	419.258	0.253	0.000	0.000
419.455	1337.170	1372.472	1404.420	0.981	1373.624	1358.680	0.254	419.455	0.254	0.000	0.000
419.652	1337.938	1387.780	1415.044	0.981	1380.408	1356.955	0.254	419.652	0.254	0.000	0.000
419.849	1332.511	1366.379	1398.737	0.981	1359.416	1343.789	0.255	419.849	0.255	0.000	0.000
420.046	1337.989	1379.102	1412.279	0.981	1375.595	1360.464	0.255	420.046	0.255	0.000	0.000
420.243	1334.405	1372.037	1404.369	0.980	1378.411	1351.867	0.256	420.243	0.256	0.000	0.000
420.440	1341.240	1368.811	1407.671	0.980	1374.622	1352.136	0.256	420.440	0.256	0.000	0.000
420.638	1337.759	1373.214	1405.828	0.979	1374.213	1347.526	0.257	420.638	0.257	0.000	0.000
420.835	1345.387	1388.420	1414.788	0.978	1372.446	1353.590	0.257	420.835	0.257	0.000	0.000
421.032	1336.940	1381.048	1400.171	0.978	1369.144	1346.761	0.258	421.032	0.258	0.000	0.000
421.229	1343.212	1381.176	1408.337	0.978	1379.819	1360.339	0.258	421.229	0.258	0.000	0.000
421.426	1325.906	1385.579	1403.191	0.979	1368.811	1339.946	0.259	421.426	0.259	0.000	0.000
421.623	1342.060	1382.558	1405.572	0.979	1377.592	1361.645	0.259	421.623	0.259	0.000	0.000
421.820	1327.749	1378.078	1407.390	0.980	1374.315	1351.928	0.260	421.820	0.260	0.000	0.000
422.017	1340.114	1379.205	1409.233	0.981	1381.355	1356.855	0.260	422.017	0.260	0.000	0.000
422.214	1335.250	1368.965	1406.391	0.981	1367.813	1348.452	0.261	422.214	0.261	0.000	0.000
422.411	1348.613	1383.044	1415.735	0.981	1382.072	1358.788	0.261	422.411	0.261	0.000	0.000
422.608	1343.135	1376.030	1403.703	0.980	1368.274	1350.722	0.261	422.608	0.261	0.000	0.000
422.805	1341.189	1380.177	1412.842	0.980	1376.337	1367.450	0.262	422.805	0.262	0.000	0.000
423.003	1341.112	1379.179	1412.202	0.979	1370.782	1352.219	0.262	423.003	0.262	0.000	0.000
423.200	1339.192	1387.524	1416.580	0.979	1369.963	1360.858	0.263	423.200	0.263	0.000	0.000
423.397	1331.282	1370.398	1409.617	0.979	1371.883	1350.748	0.263	423.397	0.263	0.000	0.000
423.594	1345.311	1386.424	1411.102	0.978	1383.454	1357.256	0.264	423.594	0.264	0.000	0.000
423.791	1334.328	1378.283	1405.931	0.978	1381.739	1349.374	0.264	423.791	0.264	0.000	0.000
423.988	1345.746	1384.683	1411.690	0.978	1385.476	1358.150	0.264	423.988	0.264	0.000	0.000
424.185	1332.485	1378.462	1406.519	0.978	1374.289	1354.100	0.265	424.185	0.265	0.000	0.000
424.382	1334.815	1378.078	1417.783	0.978	1381.765	1356.370	0.265	424.382	0.265	0.000	0.000
424.580	1331.692	1372.600	1412.561	0.978	1366.533	1348.944	0.266	424.580	0.266	0.000	0.000
424.777	1342.495	1379.614	1416.887	0.978	1381.816	1351.665	0.266	424.777	0.266	0.000	0.000
424.974	1342.239	1371.269	1408.414	0.977	1363.358	1347.891	0.266	424.974	0.266	0.000	0.000
425.171	1345.183	1379.409	1410.897	0.976	1378.334	1353.415	0.267	425.171	0.267	0.000	0.000
425.368	1339.244	1385.323	1418.577	0.976	1378.078	1352.083	0.267	425.368	0.267	0.000	0.000
425.565	1340.780	1380.075	1424.029	0.976	1373.803	1356.988	0.268	425.565	0.268	0.000	0.000
425.762	1334.738	1372.421	1414.762	0.975	1370.577	1346.004	0.268	425.762	0.268	0.000	0.000
425.960	1334.892	1375.697	1416.503	0.974	1379.025	1351.291	0.268	425.960	0.268	0.000	0.000
426.157	1333.944	1372.625	1403.601	0.974	1378.232	1340.285	0.269	426.157	0.269	0.000	0.000
426.354	1345.311	1384.273	1403.985	0.974	1380.126	1341.182	0.269	426.354	0.269	0.000	0.000
426.551	1336.120	1373.214	1407.339	0.974	1370.168	1331.980	0.269	426.551	0.269	0.000	0.000
426.748	1342.111	1387.294	1412.382	0.975	1374.878	1353.589	0.270	426.748	0.270	0.000	0.000
426.945	1333.253	1373.240	1401.911	0.976	1371.960	1345.896	0.270	426.945	0.270	0.000	0.000
427.143	1345.771	1385.835	1424.209	0.976	1383.608	1353.656	0.270	427.143	0.270	0.000	0.000
427.340	1341.676	1373.931	1405.009	0.977	1374.725	1352.636	0.271	427.340	0.271	0.000	0.000
427.537	1345.951	1384.504	1415.710	0.977	1380.485	1354.053	0.271	427.537	0.271	0.000	0.000
427.734	1333.253	1368.248	1402.807	0.977	1375.160	1344.623	0.271	427.734	0.271	0.000	0.000
427.931	1340.472	1380.408	1407.620	0.978	1378.769	1354.823	0.272	427.931	0.272	0.000	0.000
428.128	1342.546	1378.616	1406.955	0.978	1372.497	1345.778	0.272	428.128	0.272	0.000	0.000
428.326	1350.047	1380.843	1414.430	0.978	1378.565	1349.958	0.272	428.326	0.272	0.000	0.000
428.523	1336.018	1374.264	1401.758	0.978	1369.656	1350.394	0.273	428.523	0.273	0.000	0.000
428.720	1350.200	1384.068	1412.023	0.978	1382.686	1355.164	0.273	428.720	0.273	0.000	0.000
428.917	1335.890	1379.307	1411.946	0.979	1383.147	1347.297	0.273	428.917	0.273	0.000	0.000
