wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1252.179	1300.255	1301.279	0.999	1305.977	1302.417	0.030
182.898	1256.378	1306.079	1305.439	0.999	1305.721	1306.091	-0.003
183.116	1265.709	1310.342	1308.639	1.000	1313.106	1311.188	0.018
183.335	1271.878	1319.263	1321.746	1.000	1325.036	1323.931	0.009
183.553	1264.250	1314.796	1317.535	1.000	1322.079	1318.642	0.027
183.772	1274.310	1322.297	1319.097	1.000	1319.660	1323.487	-0.035
183.990	1260.653	1311.929	1310.162	1.000	1314.271	1311.520	0.023
184.209	1267.065	1316.434	1310.380	1.000	1324.114	1322.328	0.014
184.427	1260.832	1309.074	1310.457	1.000	1312.505	1313.415	-0.008
184.645	1271.213	1321.362	1323.756	1.001	1322.693	1323.756	-0.009
184.864	1267.539	1315.308	1309.535	1.001	1316.332	1316.769	-0.004
185.082	1266.118	1323.129	1319.301	1.001	1326.981	1322.311	0.035
185.300	1264.326	1318.623	1313.682	1.001	1317.753	1314.944	0.023
185.519	1272.928	1317.215	1320.735	1.001	1328.850	1329.262	-0.003
185.737	1258.528	1317.305	1316.153	1.001	1320.658	1320.912	-0.002
185.956	1271.021	1353.234	1368.786	1.001	1358.430	1361.421	-0.015
186.174	1263.443	1369.029	1384.811	1.000	1370.961	1369.210	0.007
186.392	1264.442	1367.634	1392.337	0.999	1374.149	1375.189	-0.004
186.611	1260.627	1365.483	1386.027	0.997	1365.355	1356.757	0.037
186.829	1270.765	1374.661	1398.993	0.995	1385.540	1367.055	0.076
187.047	1259.859	1369.182	1383.480	0.992	1370.283	1354.826	0.065
187.265	1268.960	1374.225	1396.023	0.990	1373.253	1366.696	0.028
187.484	1267.360	1370.910	1390.622	0.989	1378.488	1356.268	0.097
187.702	1268.115	1366.648	1395.512	0.987	1377.361	1358.328	0.083
187.920	1267.053	1368.837	1396.523	0.986	1374.558	1356.584	0.079
188.138	1269.267	1376.811	1396.868	0.985	1374.264	1356.297	0.082
188.357	1268.793	1373.701	1391.454	0.984	1372.357	1349.634	0.108
188.575	1270.854	1377.374	1398.135	0.983	1380.792	1357.612	0.103
188.793	1268.192	1364.766	1387.704	0.983	1368.914	1350.294	0.089
189.011	1271.776	1378.501	1396.100	0.983	1380.625	1354.918	0.117
189.229	1266.515	1368.005	1392.772	0.983	1375.173	1345.321	0.140
189.448	1272.121	1371.665	1396.612	0.983	1377.694	1353.910	0.111
189.666	1263.469	1366.814	1396.139	0.983	1367.339	1349.112	0.084
189.884	1267.808	1375.787	1390.481	0.983	1375.851	1347.098	0.134
190.102	1261.894	1370.360	1394.769	0.983	1375.275	1353.142	0.094
190.320	1270.253	1382.545	1413.649	0.983	1383.633	1362.696	0.089
190.538	1262.650	1376.312	1401.796	0.983	1372.766	1350.816	0.097
190.757	1271.341	1379.985	1407.147	0.983	1379.537	1360.302	0.085
190.975	1264.352	1377.451	1404.023	0.982	1376.990	1355.130	0.094
191.193	1271.648	1380.651	1404.907	0.982	1377.822	1358.225	0.089
191.411	1265.017	1374.264	1402.449	0.982	1379.013	1359.322	0.082
191.629	1271.225	1379.704	1413.406	0.982	1380.805	1364.044	0.072
191.847	1259.693	1370.168	1409.502	0.981	1372.318	1357.200	0.063
192.065	1270.035	1375.237	1422.813	0.980	1384.990	1367.243	0.073
192.283	1258.797	1372.369	1422.263	0.978	1371.793	1360.730	0.045
192.501	1274.336	1375.416	1433.386	0.976	1374.712	1367.246	0.034
192.719	1263.648	1371.486	1428.202	0.974	1374.763	1364.782	0.041
192.937	1273.363	1378.744	1446.263	0.971	1378.974	1371.161	0.033
193.155	1266.720	1365.893	1446.340	0.968	1370.961	1361.112	0.043
193.373	1268.217	1373.009	1464.144	0.964	1374.609	1375.191	-0.002
193.591	1264.544	1374.085	1476.662	0.960	1371.320	1370.701	0.003
193.809	1271.187	1380.843	1484.675	0.955	1383.851	1378.717	0.020
194.027	1266.323	1373.777	1474.051	0.950	1374.635	1359.084	0.067
194.245	1272.403	1378.539	1466.717	0.945	1379.384	1349.529	0.142
194.463	1264.864	1378.155	1439.530	0.942	1373.649	1322.668	0.275
194.681	1273.529	1378.718	1431.863	0.940	1382.392	1323.735	0.336
194.899	1262.355	1377.233	1418.001	0.941	1373.854	1305.871	0.409
195.117	1268.397	1380.254	1421.649	0.943	1386.782	1314.671	0.408
195.335	1266.681	1372.779	1412.305	0.947	1379.371	1313.058	0.386
195.553	1272.864	1379.921	1411.703	0.951	1384.363	1317.919	0.394
195.770	1268.781	1382.174	1396.151	0.955	1383.390	1319.216	0.356
195.988	1276.358	1387.524	1397.879	0.961	1384.299	1324.580	0.350
196.206	1269.049	1379.230	1399.607	0.967	1385.425	1323.758	0.328
196.424	1271.558	1387.716	1410.103	0.972	1384.478	1349.085	0.163
196.642	1261.818	1375.992	1403.563	0.977	1377.105	1342.331	0.156
196.860	1268.934	1376.581	1401.975	0.980	1379.896	1356.359	0.104
197.078	1262.278	1371.064	1395.665	0.983	1373.995	1350.902	0.101
197.295	1269.728	1379.717	1404.049	0.984	1382.277	1358.944	0.101
197.513	1270.816	1374.277	1396.830	0.985	1383.748	1360.164	0.102
197.731	1276.704	1383.403	1411.114	0.986	1381.304	1368.504	0.057
197.949	1262.253	1370.974	1397.137	0.986	1373.649	1353.943	0.085
198.167	1269.446	1378.641	1396.855	0.986	1375.467	1360.699	0.065
198.384	1265.709	1375.941	1397.534	0.986	1376.094	1359.656	0.070
198.602	1273.926	1382.584	1402.897	0.986	1379.973	1366.980	0.057
198.820	1264.390	1372.741	1397.495	0.985	1371.755	1353.669	0.080
199.038	1273.849	1378.949	1402.500	0.985	1374.840	1362.279	0.058
199.255	1268.256	1370.782	1394.360	0.985	1376.478	1360.497	0.069
199.473	1273.785	1378.654	1405.265	0.984	1379.729	1360.241	0.088
199.691	1268.793	1370.398	1394.513	0.984	1376.862	1359.879	0.074
199.908	1273.248	1385.553	1402.219	0.984	1380.101	1359.707	0.092
200.126	1264.211	1374.341	1395.217	0.984	1374.609	1349.200	0.114
200.344	1272.813	1377.950	1402.475	0.984	1383.646	1361.806	0.095
200.561	1260.486	1364.946	1398.519	0.984	1377.797	1354.615	0.096
200.779	1273.504	1383.134	1402.603	0.983	1379.384	1358.982	0.093
200.997	1269.561	1378.872	1398.430	0.983	1374.878	1352.947	0.101
201.214	1271.085	1378.347	1403.844	0.983	1380.152	1359.138	0.093
201.432	1258.771	1372.254	1393.528	0.983	1369.080	1348.932	0.088
201.650	1272.685	1385.566	1411.409	0.983	1386.948	1358.580	0.124
201.867	1264.544	1371.320	1402.347	0.983	1373.905	1351.321	0.100
202.085	1279.046	1383.134	1406.596	0.983	1384.913	1358.641	0.124
202.302	1268.320	1382.481	1404.164	0.983	1384.312	1362.031	0.093
202.520	1272.441	1386.462	1411.102	0.983	1381.521	1365.079	0.071
202.738	1267.385	1375.006	1410.039	0.982	1372.856	1360.336	0.055
202.955	1274.118	1385.182	1422.506	0.982	1382.494	1372.355	0.043
203.173	1266.681	1376.683	1417.655	0.981	1375.083	1363.793	0.048
203.390	1274.361	1384.440	1420.842	0.980	1381.099	1369.128	0.052
203.608	1268.857	1374.456	1415.031	0.978	1376.517	1360.426	0.070
203.825	1271.673	1378.526	1415.402	0.977	1385.771	1362.859	0.097
204.043	1266.784	1377.374	1412.266	0.976	1375.403	1353.262	0.099
204.260	1268.832	1379.435	1415.479	0.975	1383.428	1356.854	0.115
204.478	1269.574	1381.496	1415.914	0.975	1380.497	1346.838	0.157
204.695	1269.894	1380.510	1407.326	0.974	1380.536	1349.401	0.144
204.913	1270.176	1378.104	1407.966	0.974	1384.811	1349.226	0.161
205.130	1277.152	1386.462	1408.708	0.975	1385.617	1350.527	0.170
205.347	1265.862	1375.813	1404.702	0.976	1383.876	1348.804	0.153
205.565	1268.345	1378.117	1400.260	0.977	1380.766	1345.746	0.162
205.782	1270.483	1378.181	1393.208	0.978	1375.659	1344.429	0.153
206.000	1272.992	1377.413	1409.540	0.979	1383.083	1353.737	0.135
206.217	1269.101	1372.792	1398.161	0.980	1374.622	1350.959	0.110
206.435	1274.093	1378.629	1406.750	0.981	1384.171	1361.656	0.099
206.652	1266.272	1374.865	1398.532	0.981	1374.968	1349.069	0.118
206.869	1270.073	1384.440	1407.889	0.982	1391.416	1362.288	0.119
207.087	1271.763	1377.681	1404.459	0.982	1381.483	1353.849	0.126
207.304	1278.048	1378.757	1401.195	0.982	1384.068	1362.268	0.100
207.521	1262.496	1375.057	1401.719	0.983	1378.078	1354.826	0.098
207.739	1271.686	1382.980	1403.934	0.983	1378.667	1358.957	0.088
207.956	1267.539	1381.701	1408.388	0.983	1382.840	1351.212	0.139
208.173	1272.032	1383.032	1410.846	0.983	1382.584	1361.708	0.091
208.391	1267.462	1379.397	1402.897	0.983	1381.752	1355.403	0.114
208.608	1272.237	1388.766	1404.343	0.983	1387.486	1361.683	0.110
208.825	1269.625	1379.320	1404.753	0.983	1381.048	1355.675	0.112
209.042	1277.177	1382.980	1410.948	0.983	1389.828	1367.645	0.095
209.260	1268.627	1379.550	1404.331	0.983	1374.904	1356.800	0.081
209.477	1274.489	1386.552	1412.138	0.983	1389.483	1369.401	0.083
209.694	1268.409	1375.390	1400.337	0.983	1377.054	1352.424	0.112
209.911	1273.145	1386.820	1409.527	0.983	1382.942	1362.211	0.091
210.129	1263.994	1376.389	1401.271	0.983	1382.174	1351.161	0.132
210.346	1274.669	1384.952	1405.150	0.983	1390.993	1363.472	0.117
210.563	1263.443	1377.438	1400.094	0.983	1380.062	1358.409	0.089
210.780	1273.926	1379.550	1411.665	0.983	1385.822	1363.050	0.099
210.997	1269.190	1379.793	1400.619	0.983	1382.648	1358.978	0.102
211.214	1275.629	1382.366	1408.452	0.983	1389.726	1366.338	0.100
211.432	1265.529	1381.867	1398.635	0.983	1383.249	1357.023	0.109
211.649	1271.661	1384.120	1410.692	0.983	1386.001	1363.038	0.097
211.866	1268.665	1382.609	1409.182	0.983	1382.904	1358.423	0.105
212.083	1272.915	1390.404	1411.319	0.983	1386.462	1367.466	0.080
212.300	1273.030	1377.720	1404.715	0.983	1386.014	1355.637	0.136
212.517	1276.640	1385.028	1405.739	0.983	1392.184	1367.444	0.105
212.734	1269.689	1379.909	1401.643	0.983	1380.984	1358.700	0.097
212.951	1273.913	1386.411	1405.047	0.983	1386.577	1365.404	0.090
213.168	1266.541	1376.529	1403.703	0.984	1376.773	1357.264	0.085
213.386	1273.312	1392.632	1413.418	0.984	1389.214	1364.895	0.102
213.603	1266.195	1375.825	1401.156	0.984	1380.267	1360.947	0.081
213.820	1267.501	1381.841	1408.183	0.984	1383.992	1362.212	0.090
214.037	1266.451	1381.521	1405.918	0.984	1386.385	1360.172	0.107
214.254	1267.117	1384.043	1409.642	0.983	1389.432	1360.348	0.118
214.471	1263.021	1379.409	1399.620	0.983	1377.605	1358.936	0.077
214.688	1271.750	1390.788	1406.251	0.983	1387.012	1360.315	0.114
214.905	1269.062	1378.923	1400.759	0.984	1386.705	1362.206	0.101
215.122	1277.753	1390.993	1408.734	0.984	1393.310	1366.053	0.117
215.339	1266.937	1382.430	1402.654	0.984	1382.789	1368.479	0.057
215.556	1277.318	1385.003	1406.071	0.985	1385.464	1364.988	0.091
215.772	1266.592	1376.926	1402.935	0.985	1380.229	1357.699	0.096
215.989	1271.315	1381.201	1408.683	0.985	1380.344	1361.659	0.082
216.206	1266.438	1381.573	1402.539	0.985	1385.988	1360.462	0.104
216.423	1270.701	1383.454	1408.990	0.984	1381.406	1360.976	0.089
216.640	1270.675	1377.822	1407.902	0.984	1385.860	1357.680	0.122
216.857	1275.872	1396.638	1409.412	0.984	1389.777	1369.705	0.084
217.074	1271.405	1381.790	1406.302	0.984	1379.525	1359.799	0.087
217.291	1274.797	1388.062	1408.247	0.984	1391.864	1367.824	0.100
217.508	1264.237	1374.558	1398.327	0.984	1380.113	1351.554	0.123
217.725	1276.461	1387.614	1410.282	0.984	1388.715	1367.805	0.090
217.941	1268.486	1388.267	1406.481	0.984	1386.040	1365.999	0.081
218.158	1276.525	1387.524	1412.574	0.984	1392.337	1371.130	0.088
218.375	1266.528	1376.773	1402.129	0.984	1378.552	1357.270	0.091
218.592	1272.851	1389.291	1404.420	0.984	1390.545	1363.379	0.114
218.809	1264.403	1378.232	1403.665	0.984	1381.291	1356.781	0.102
219.025	1274.835	1389.867	1411.665	0.984	1394.769	1372.577	0.089
219.242	1270.752	1379.345	1404.011	0.984	1387.857	1361.964	0.109
219.459	1273.222	1391.390	1414.967	0.984	1394.014	1361.365	0.137
219.676	1265.453	1386.744	1400.555	0.984	1386.705	1363.600	0.092
219.892	1276.755	1399.543	1414.519	0.984	1396.023	1371.326	0.101
220.109	1269.267	1395.627	1394.782	0.985	1400.491	1361.143	0.155
