wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
403.929	1289.780	1297.790	1292.087	1.004	1288.950	1299.274	0.228	403.929	0.228	26.051	35.000
404.130	1301.782	1296.727	1300.097	1.003	1294.731	1300.944	0.228	404.130	0.228	0.000	0.000
404.331	1304.219	1309.767	1313.370	1.001	1312.074	1311.950	0.228	404.331	0.228	0.000	0.000
404.531	1331.206	1321.121	1325.839	1.000	1322.288	1325.486	0.228	404.531	0.228	0.000	0.000
404.732	1317.985	1315.133	1317.959	0.999	1320.110	1314.722	0.228	404.732	0.228	0.000	0.000
404.933	1316.585	1325.347	1319.592	0.999	1320.888	1319.487	0.228	404.933	0.228	0.000	0.000
405.134	1307.097	1309.430	1302.301	0.999	1313.966	1312.814	0.228	405.134	0.228	0.000	0.000
405.334	1315.029	1315.988	1320.525	1.000	1322.417	1306.931	0.228	405.334	0.228	0.000	0.000
405.535	1308.237	1306.889	1311.218	1.000	1315.625	1307.306	0.228	405.535	0.228	0.000	0.000
405.736	1333.331	1319.359	1322.080	1.000	1322.962	1313.823	0.228	405.736	0.228	0.000	0.000
405.936	1311.504	1319.670	1317.777	1.000	1313.707	1310.048	0.228	405.936	0.228	0.000	0.000
406.137	1315.807	1318.710	1321.562	1.000	1322.832	1324.100	0.228	406.137	0.228	0.000	0.000
406.338	1314.407	1312.852	1313.966	0.999	1315.677	1311.727	0.228	406.338	0.228	0.000	0.000
406.539	1316.403	1322.729	1321.329	0.999	1320.447	1319.877	0.228	406.539	0.228	0.000	0.000
406.739	1313.889	1319.073	1313.370	0.999	1318.684	1315.896	0.228	406.739	0.228	0.000	0.000
406.940	1318.555	1345.645	1380.253	0.999	1346.838	1359.841	0.228	406.940	0.228	0.000	0.000
407.141	1319.877	1352.489	1400.681	0.998	1353.733	1377.847	0.228	407.141	0.228	0.000	0.000
407.342	1318.425	1351.089	1395.678	0.995	1356.870	1362.776	0.228	407.342	0.228	0.000	0.000
407.542	1309.378	1354.407	1392.204	0.991	1346.941	1346.945	0.228	407.542	0.228	0.000	0.000
407.743	1323.817	1377.246	1411.776	0.987	1371.672	1364.928	0.228	407.743	0.228	0.000	0.000
407.944	1311.530	1357.077	1398.063	0.983	1367.110	1346.505	0.228	407.944	0.228	0.000	0.000
408.145	1319.151	1366.617	1405.088	0.980	1358.451	1339.712	0.228	408.145	0.228	0.000	0.000
408.345	1317.466	1366.980	1396.896	0.977	1361.096	1340.701	0.228	408.345	0.228	0.000	0.000
408.546	1317.596	1357.933	1404.233	0.975	1366.617	1346.078	0.228	408.546	0.228	0.000	0.000
