wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1189.153	1191.585	1190.356	1.001	1197.819	1203.540	-0.220
182.898	1193.351	1191.252	1196.654	1.000	1207.662	1206.621	0.033
183.116	1195.015	1196.641	1197.524	0.999	1208.788	1210.192	-0.042
183.335	1201.876	1203.604	1205.588	0.999	1218.439	1219.863	-0.036
183.553	1190.817	1201.722	1200.084	0.999	1216.135	1213.415	0.049
183.772	1202.926	1204.756	1200.225	0.999	1219.450	1219.152	0.008
183.990	1190.868	1191.419	1195.847	0.999	1207.252	1210.282	-0.074
184.209	1196.615	1201.057	1204.769	0.999	1216.596	1217.177	-0.012
184.427	1192.046	1191.457	1194.951	0.999	1213.473	1208.079	0.126
184.645	1204.833	1208.686	1205.012	0.999	1222.292	1219.931	0.063
184.864	1195.399	1198.804	1192.686	0.999	1209.210	1213.241	-0.111
185.082	1205.665	1206.266	1206.126	1.000	1225.236	1216.215	0.268
185.300	1192.903	1196.795	1194.644	1.000	1207.841	1211.501	-0.095
185.519	1204.436	1203.988	1206.561	1.000	1216.097	1217.271	-0.042
185.737	1190.855	1201.902	1206.855	1.000	1208.378	1216.212	-0.160
185.956	1197.371	1235.373	1253.126	1.000	1256.646	1261.076	-0.031
186.174	1195.489	1247.431	1271.456	0.999	1261.946	1266.244	-0.027
186.392	1203.732	1252.256	1273.133	0.997	1267.949	1264.934	0.021
186.611	1192.596	1250.835	1271.123	0.995	1262.227	1252.981	0.062
186.829	1201.479	1257.478	1279.456	0.992	1277.408	1266.586	0.067
187.047	1193.415	1254.355	1269.075	0.990	1264.915	1255.854	0.059
187.265	1204.346	1254.611	1279.916	0.988	1267.693	1262.797	0.035
187.484	1198.484	1248.224	1281.056	0.987	1267.129	1256.904	0.070
187.702	1201.940	1257.005	1276.845	0.985	1266.003	1249.383	0.130
187.920	1195.131	1258.464	1272.057	0.983	1265.312	1248.760	0.117
188.138	1203.950	1256.390	1275.590	0.983	1275.424	1251.693	0.175
188.357	1196.359	1250.387	1276.256	0.982	1272.326	1248.553	0.163
188.575	1206.804	1262.573	1277.549	0.982	1272.070	1252.042	0.159
188.793	1197.550	1251.104	1276.934	0.982	1263.814	1242.684	0.167
189.011	1199.035	1254.483	1280.083	0.982	1276.960	1249.249	0.191
189.229	1198.113	1253.651	1274.566	0.982	1265.645	1246.063	0.149
189.448	1198.510	1255.738	1276.934	0.982	1270.445	1250.512	0.141
189.666	1198.676	1258.029	1271.072	0.982	1266.681	1250.470	0.118
189.884	1197.716	1255.930	1279.507	0.983	1268.563	1247.499	0.153
190.102	1199.790	1257.299	1275.667	0.983	1267.245	1247.995	0.146
190.320	1204.526	1264.006	1289.721	0.983	1280.300	1266.209	0.089
190.538	1198.523	1259.834	1281.836	0.983	1267.334	1252.114	0.109
190.757	1206.996	1261.421	1289.120	0.983	1271.584	1256.003	0.120
190.975	1192.071	1260.640	1282.758	0.983	1270.393	1256.592	0.084
191.193	1198.727	1262.931	1289.696	0.983	1272.608	1260.157	0.080
191.411	1195.502	1258.336	1287.622	0.982	1269.229	1257.899	0.072
191.629	1201.902	1261.408	1300.422	0.982	1275.283	1268.623	0.041
191.847	1195.681	1254.739	1295.046	0.980	1265.107	1257.258	0.052
192.065	1203.207	1260.474	1303.827	0.979	1278.329	1266.536	0.074
192.283	1197.409	1249.965	1310.009	0.977	1268.153	1263.415	0.030
192.501	1201.748	1259.219	1318.162	0.974	1269.062	1267.635	0.009
192.719	1196.193	1256.442	1317.036	0.971	1264.275	1258.421	0.039
192.937	1199.418	1259.616	1331.090	0.967	1279.136	1271.811	0.042
193.155	1193.364	1251.066	1327.890	0.963	1265.721	1260.137	0.035
193.373	1197.063	1263.302	1353.784	0.959	1277.932	1273.127	0.027
193.591	1198.369	1259.322	1361.989	0.955	1266.259	1274.291	-0.049
