wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1129.168	1140.964	1127.448	1.012	1190.228	1198.591	-0.056
182.898	1139.326	1130.233	1132.158	1.009	1197.524	1207.858	-0.071
183.116	1141.906	1145.306	1141.046	1.007	1212.167	1210.248	0.012
183.335	1159.683	1149.975	1158.577	1.005	1216.468	1227.480	-0.077
183.553	1148.829	1149.115	1160.051	1.003	1214.804	1214.401	0.003
183.772	1157.717	1164.024	1151.163	1.001	1217.722	1215.779	0.014
183.990	1146.330	1138.220	1143.545	1.000	1204.078	1206.706	-0.019
184.209	1146.289	1152.761	1152.228	1.000	1206.484	1213.107	-0.045
184.427	1137.155	1144.978	1149.525	1.000	1203.540	1199.929	0.024
184.645	1152.843	1154.645	1154.358	1.000	1215.828	1216.096	-0.002
184.864	1154.071	1147.436	1145.019	0.999	1202.516	1208.023	-0.047
185.082	1155.095	1149.648	1155.382	0.999	1210.862	1210.301	0.004
185.300	1153.785	1149.361	1143.340	0.999	1206.868	1212.052	-0.040
185.519	1155.996	1159.150	1156.734	0.999	1215.905	1219.119	-0.023
185.737	1141.210	1151.573	1150.631	1.000	1212.193	1209.620	0.016
185.956	1154.235	1212.397	1192.819	1.000	1277.318	1256.019	0.083
186.174	1154.604	1240.127	1208.547	1.002	1292.447	1261.704	0.110
186.392	1150.508	1245.779	1215.469	1.004	1295.750	1270.864	0.082
186.611	1140.555	1213.462	1202.403	1.007	1291.500	1265.450	0.082
186.829	1158.167	1240.578	1220.671	1.009	1299.692	1292.966	0.021
187.047	1148.501	1230.297	1212.070	1.011	1295.238	1277.920	0.055
187.265	1153.047	1236.318	1219.893	1.013	1299.385	1291.894	0.023
187.484	1149.689	1248.974	1216.616	1.015	1301.791	1297.617	0.012
187.702	1162.837	1230.788	1209.817	1.016	1301.407	1289.688	0.038
187.920	1145.511	1236.645	1218.091	1.017	1299.718	1294.828	0.014
188.138	1152.843	1246.967	1218.541	1.018	1287.737	1298.144	-0.032
188.357	1155.177	1241.192	1208.424	1.019	1296.569	1298.667	-0.006
188.575	1158.454	1242.789	1225.791	1.020	1309.292	1304.399	0.014
188.793	1143.545	1230.461	1198.758	1.020	1296.876	1293.031	0.011
189.011	1157.389	1245.001	1210.268	1.021	1302.483	1300.615	0.006
