wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
177.870	1087.983	1144.077	1133.551	1.009	1261.713	1275.951	-0.034
178.089	1085.628	1141.353	1141.087	1.007	1273.017	1277.526	-0.010
178.308	1103.814	1163.635	1163.758	1.005	1300.214	1306.091	-0.013
178.526	1115.672	1166.810	1166.810	1.004	1313.465	1314.620	-0.003
178.745	1108.504	1162.366	1172.032	1.002	1311.683	1316.062	-0.009
178.964	1112.129	1170.005	1172.032	1.001	1315.124	1309.855	0.011
179.182	1102.032	1151.348	1152.044	1.000	1297.286	1295.429	0.004
179.401	1109.528	1164.434	1165.253	1.000	1304.986	1303.487	0.003
179.620	1100.005	1161.690	1158.843	0.999	1295.606	1290.600	0.011
179.838	1113.358	1169.902	1175.862	0.999	1315.738	1307.360	0.018
180.057	1106.026	1161.751	1159.109	0.999	1300.624	1299.498	0.003
180.275	1110.941	1168.243	1162.570	0.999	1308.754	1305.595	0.007
180.494	1103.773	1161.895	1162.284	0.999	1301.054	1306.501	-0.012
180.713	1119.829	1162.099	1164.147	1.000	1304.310	1312.239	-0.018
180.931	1106.886	1161.034	1165.438	1.000	1302.651	1306.739	-0.009
181.150	1110.716	1235.785	1208.609	1.000	1379.061	1331.419	0.085
181.368	1100.046	1269.556	1227.102	1.002	1412.484	1336.580	0.121
181.587	1106.497	1269.311	1228.945	1.005	1402.244	1338.742	0.105
181.805	1093.411	1262.061	1222.228	1.009	1393.438	1342.252	0.081
182.024	1115.815	1276.212	1249.077	1.013	1424.977	1377.435	0.073
182.242	1103.241	1269.659	1238.202	1.017	1401.835	1362.705	0.061
182.461	1108.791	1268.819	1236.420	1.020	1409.514	1369.893	0.061
182.679	1110.245	1279.407	1245.800	1.022	1414.860	1383.416	0.047
182.898	1104.039	1264.436	1228.105	1.025	1407.323	1383.750	0.035
183.116	1111.535	1277.011	1241.069	1.026	1410.457	1387.190	0.035
183.335	1107.746	1270.273	1234.679	1.028	1408.204	1385.467	0.034
183.553	1110.020	1271.789	1239.205	1.029	1409.310	1382.788	0.040
183.772	1122.656	1284.670	1243.711	1.029	1423.297	1398.179	0.038
183.990	1111.535	1261.958	1229.580	1.030	1409.719	1377.671	0.049
184.209	1107.439	1270.498	1237.854	1.030	1409.474	1391.017	0.027
184.427	1106.518	1274.205	1233.676	1.030	1410.498	1387.439	0.034
184.645	1113.747	1278.240	1242.134	1.030	1414.491	1387.761	0.040
184.864	1101.500	1269.065	1234.659	1.030	1409.637	1383.909	0.038
185.082	1104.736	1272.669	1231.444	1.030	1402.879	1378.204	0.038
185.300	1103.712	1271.256	1237.178	1.030	1415.945	1384.553	0.046
185.519	1115.262	1292.084	1244.899	1.030	1422.560	1405.878	0.024
185.737	1111.699	1269.106	1237.219	1.030	1408.818	1388.263	0.031
185.956	1156.754	1328.681	1295.463	1.030	1486.313	1453.186	0.046
186.174	1106.149	1274.390	1237.096	1.030	1417.543	1392.444	0.036
186.392	1118.764	1280.349	1232.550	1.030	1422.458	1392.193	0.046
186.611	1107.398	1286.780	1242.707	1.030	1417.440	1387.014	0.045
186.829	1117.392	1292.555	1239.472	1.031	1427.741	1388.267	0.059
187.047	1098.530	1277.769	1226.836	1.032	1412.894	1381.408	0.046
187.265	1116.184	1307.034	1249.302	1.034	1438.022	1399.895	0.055
187.484	1105.166	1293.128	1230.031	1.036	1421.761	1391.117	0.044
187.702	1109.508	1300.665	1241.438	1.038	1437.121	1398.774	0.054
187.920	1113.071	1308.836	1227.675	1.041	1450.638	1404.810	0.063
188.138	1111.392	1319.732	1233.737	1.044	1445.620	1411.533	0.047
