wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
403.917	1289.780	1297.790	1292.087	1.004	1293.305	1298.311	0.260	403.917	0.260	25.859	35.000
404.121	1301.782	1296.727	1300.097	1.003	1304.712	1304.922	0.260	404.121	0.260	0.000	0.000
404.324	1304.219	1309.767	1313.370	1.001	1316.740	1318.959	0.260	404.324	0.260	0.000	0.000
404.528	1331.206	1321.121	1325.839	1.000	1325.036	1328.364	0.260	404.528	0.260	0.000	0.000
404.731	1317.985	1315.133	1317.959	0.999	1321.199	1315.654	0.260	404.731	0.260	0.000	0.000
404.935	1316.585	1325.347	1319.592	0.999	1330.428	1326.091	0.260	404.935	0.260	0.000	0.000
405.139	1307.097	1309.430	1302.301	0.999	1308.704	1312.451	0.260	405.139	0.260	0.000	0.000
405.342	1315.029	1315.988	1320.525	1.000	1314.407	1314.110	0.260	405.342	0.260	0.000	0.000
405.546	1308.237	1306.889	1311.218	1.000	1318.166	1309.328	0.260	405.546	0.260	0.000	0.000
405.749	1333.331	1319.359	1322.080	1.000	1327.369	1330.618	0.260	405.749	0.260	0.000	0.000
405.953	1311.504	1319.670	1317.777	1.000	1316.792	1312.769	0.260	405.953	0.260	0.000	0.000
406.156	1315.807	1318.710	1321.562	1.000	1316.766	1318.685	0.260	406.156	0.260	0.000	0.000
406.360	1314.407	1312.852	1313.966	0.999	1321.121	1321.339	0.260	406.360	0.260	0.000	0.000
406.563	1316.403	1322.729	1321.329	0.999	1326.436	1321.147	0.260	406.563	0.260	0.000	0.000
406.766	1313.889	1319.073	1313.370	0.999	1323.921	1312.683	0.260	406.766	0.260	0.000	0.000
406.970	1318.555	1345.645	1380.253	0.999	1349.326	1357.432	0.260	406.970	0.260	0.000	0.000
407.173	1319.877	1352.489	1400.681	0.998	1364.829	1365.095	0.260	407.173	0.260	0.000	0.000
407.377	1318.425	1351.089	1395.678	0.995	1359.877	1365.020	0.260	407.377	0.260	0.000	0.000
407.580	1309.378	1354.407	1392.204	0.991	1349.248	1351.338	0.260	407.580	0.260	0.000	0.000
407.783	1323.817	1377.246	1411.776	0.987	1375.198	1365.618	0.260	407.783	0.260	0.000	0.000
407.987	1311.530	1357.077	1398.063	0.983	1365.866	1353.541	0.260	407.987	0.260	0.000	0.000
408.190	1319.151	1366.617	1405.088	0.980	1362.755	1354.398	0.260	408.190	0.260	0.000	0.000
408.393	1317.466	1366.980	1396.896	0.977	1372.943	1340.929	0.260	408.393	0.260	0.000	0.000
408.597	1317.596	1357.933	1404.233	0.975	1359.929	1341.249	0.260	408.597	0.260	0.000	0.000
408.800	1323.195	1363.351	1406.462	0.974	1363.377	1337.395	0.260	408.800	0.260	0.000	0.000
409.003	1316.662	1356.792	1404.777	0.972	1363.688	1339.890	0.260	409.003	0.260	0.000	0.000
409.206	1318.762	1361.951	1400.111	0.971	1361.018	1327.682	0.260	409.206	0.260	0.000	0.000
409.410	1328.535	1366.954	1417.246	0.970	1374.239	1338.590	0.260	409.410	0.260	0.000	0.000
409.613	1319.670	1359.488	1396.118	0.969	1359.462	1328.282	0.260	409.613	0.260	0.000	0.000
409.816	1321.458	1367.525	1403.325	0.968	1372.943	1328.115	0.260	409.816	0.260	0.000	0.000
410.019	1314.174	1364.621	1400.837	0.969	1362.184	1330.563	0.260	410.019	0.260	0.000	0.000
410.223	1322.729	1364.284	1406.073	0.969	1366.436	1333.806	0.260	410.223	0.260	0.000	0.000
410.426	1318.425	1355.263	1393.396	0.970	1359.748	1328.210	0.261	410.426	0.261	0.000	0.000
410.629	1316.792	1361.873	1405.607	0.970	1364.958	1325.618	0.261	410.629	0.261	0.000	0.000
410.832	1322.392	1361.147	1400.188	0.970	1364.803	1329.566	0.262	410.832	0.262	0.000	0.000
411.035	1327.058	1375.043	1420.850	0.971	1374.731	1340.227	0.263	411.035	0.263	0.000	0.000
411.238	1315.081	1356.248	1409.314	0.970	1363.869	1334.123	0.263	411.238	0.263	0.000	0.000
411.441	1367.525	1410.065	1446.981	0.970	1409.184	1383.351	0.264	411.441	0.264	0.000	0.000
