wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1129.168	1140.964	1127.448	1.012	1188.641	1207.658	-0.120
182.898	1139.326	1130.233	1132.158	1.009	1196.654	1199.153	-0.019
183.116	1141.906	1145.306	1141.046	1.007	1209.710	1221.870	-0.072
183.335	1159.683	1149.975	1158.577	1.005	1217.338	1229.075	-0.080
183.553	1148.829	1149.115	1160.051	1.003	1213.933	1218.892	-0.032
183.772	1157.717	1164.024	1151.163	1.001	1214.394	1226.081	-0.081
183.990	1146.330	1138.220	1143.545	1.000	1202.798	1204.452	-0.013
184.209	1146.289	1152.761	1152.228	1.000	1205.050	1213.645	-0.059
184.427	1137.155	1144.978	1149.525	1.000	1208.942	1208.427	0.003
184.645	1152.843	1154.645	1154.358	1.000	1226.068	1218.783	0.046
184.864	1154.071	1147.436	1145.019	0.999	1211.220	1206.744	0.035
185.082	1155.095	1149.648	1155.382	0.999	1213.985	1214.368	-0.003
185.300	1153.785	1149.361	1143.340	0.999	1216.263	1214.942	0.009
185.519	1155.996	1159.150	1156.734	0.999	1220.436	1216.714	0.026
185.737	1141.210	1151.573	1150.631	1.000	1214.394	1216.044	-0.010
185.956	1154.235	1212.397	1192.819	1.000	1275.065	1245.649	0.121
186.174	1154.604	1240.127	1208.547	1.002	1298.694	1268.909	0.101
186.392	1150.508	1245.779	1215.469	1.004	1293.907	1265.415	0.096
186.611	1140.555	1213.462	1202.403	1.007	1292.755	1266.893	0.081
186.829	1158.167	1240.578	1220.671	1.009	1309.804	1292.398	0.053
187.047	1148.501	1230.297	1212.070	1.011	1297.695	1277.402	0.063
187.265	1153.047	1236.318	1219.893	1.013	1303.609	1282.920	0.064
187.484	1149.689	1248.974	1216.616	1.015	1303.481	1299.097	0.013
187.702	1162.837	1230.788	1209.817	1.016	1304.633	1283.732	0.069
187.920	1145.511	1236.645	1218.091	1.017	1296.595	1295.244	0.004
188.138	1152.843	1246.967	1218.541	1.018	1300.639	1297.024	0.011
188.357	1155.177	1241.192	1208.424	1.019	1298.924	1298.746	0.001
188.575	1158.454	1242.789	1225.791	1.020	1310.162	1307.505	0.008
188.793	1143.545	1230.461	1198.758	1.020	1307.679	1295.409	0.034
189.011	1157.389	1245.001	1210.268	1.021	1304.019	1301.426	0.008
189.229	1146.002	1240.127	1216.616	1.022	1298.668	1300.397	-0.005
189.448	1159.601	1235.007	1214.241	1.022	1309.292	1305.824	0.010
189.666	1146.781	1237.997	1210.145	1.022	1296.697	1300.181	-0.010
189.884	1157.430	1247.745	1215.388	1.023	1304.710	1301.609	0.009
190.102	1151.982	1256.429	1212.111	1.023	1317.433	1302.188	0.042
190.320	1162.181	1256.675	1223.047	1.024	1327.596	1316.702	0.030
190.538	1157.758	1257.535	1213.749	1.025	1311.596	1302.877	0.025
190.757	1156.283	1254.217	1224.767	1.026	1314.156	1311.553	0.007
190.975	1152.515	1255.364	1209.653	1.027	1312.082	1306.351	0.016
191.193	1147.968	1261.713	1215.101	1.029	1330.591	1306.362	0.062
191.411	1141.906	1268.020	1213.790	1.030	1335.148	1311.481	0.057
191.629	1146.985	1285.428	1221.286	1.032	1339.218	1321.272	0.043
191.847	1143.995	1281.168	1209.162	1.035	1344.133	1308.430	0.085
192.065	1157.307	1304.638	1218.582	1.039	1364.485	1330.679	0.077
192.283	1141.824	1301.197	1217.108	1.043	1360.466	1318.658	0.092
192.501	1153.908	1319.547	1204.861	1.049	1381.713	1337.341	0.094
192.719	1148.255	1334.129	1208.465	1.055	1393.336	1350.276	0.084
192.937	1154.276	1353.789	1218.910	1.063	1408.465	1353.864	0.105
193.155	1146.084	1380.495	1210.472	1.072	1424.081	1360.900	0.112
193.373	1154.604	1410.641	1220.835	1.083	1468.342	1380.035	0.144
193.591	1144.200	1388.154	1218.828	1.094	1457.565	1390.658	0.104
193.809	1153.252	1371.525	1227.389	1.106	1445.431	1414.886	0.048
194.027	1151.982	1331.139	1211.169	1.114	1407.748	1420.404	-0.021
194.245	1153.867	1306.645	1215.101	1.119	1379.409	1434.853	-0.095
194.463	1145.347	1278.219	1210.350	1.119	1348.741	1425.251	-0.139
194.681	1148.870	1271.748	1221.859	1.115	1353.298	1431.980	-0.141
194.899	1156.283	1252.661	1216.207	1.108	1321.093	1403.791	-0.177
195.117	1155.300	1265.849	1226.733	1.097	1322.425	1403.784	-0.172
195.335	1148.009	1250.408	1232.713	1.085	1311.212	1386.789	-0.165
195.553	1165.663	1252.538	1233.696	1.072	1317.023	1376.458	-0.144
195.770	1152.884	1246.640	1227.921	1.060	1307.423	1354.765	-0.116
195.988	1147.313	1241.192	1225.955	1.048	1308.985	1345.441	-0.088
196.206	1153.826	1242.994	1207.114	1.038	1295.366	1321.062	-0.072
196.424	1159.027	1261.180	1225.095	1.030	1317.100	1317.608	-0.001
196.642	1158.536	1248.974	1218.419	1.024	1307.449	1311.057	-0.010
196.860	1149.238	1233.246	1216.248	1.020	1310.290	1301.089	0.026
197.078	1148.378	1240.496	1216.739	1.017	1301.612	1293.902	0.022
197.295	1154.317	1253.766	1220.876	1.016	1310.342	1300.096	0.029
197.513	1152.515	1242.912	1222.514	1.015	1310.649	1294.368	0.047
197.731	1166.810	1256.675	1234.147	1.015	1317.740	1301.669	0.049
197.949	1141.046	1239.922	1205.475	1.015	1302.739	1283.282	0.056
198.167	1156.078	1248.237	1222.924	1.016	1313.106	1298.420	0.043
198.384	1149.893	1241.315	1215.633	1.017	1308.678	1295.247	0.038
198.602	1158.044	1252.087	1222.596	1.018	1317.279	1304.656	0.036
198.820	1146.985	1238.366	1207.974	1.019	1302.457	1293.258	0.026
199.038	1155.177	1240.332	1215.469	1.020	1307.500	1297.291	0.030
199.255	1153.293	1242.544	1217.067	1.021	1309.241	1303.347	0.017
199.473	1154.522	1243.527	1220.999	1.021	1303.123	1295.720	0.022
199.691	1155.177	1239.922	1228.495	1.022	1306.834	1302.944	0.011
199.908	1152.474	1255.651	1217.763	1.021	1315.282	1308.676	0.018
200.126	1147.968	1237.096	1221.286	1.021	1308.908	1296.249	0.036
200.344	1152.638	1253.807	1229.191	1.021	1323.269	1306.899	0.044
200.561	1153.948	1246.435	1211.988	1.021	1306.630	1290.616	0.048
200.779	1160.338	1253.480	1213.995	1.021	1316.511	1310.404	0.017
200.997	1151.204	1250.449	1213.831	1.022	1306.527	1297.110	0.027
201.214	1153.948	1244.633	1227.266	1.023	1312.082	1306.041	0.017
201.432	1137.729	1249.138	1212.807	1.023	1309.804	1298.252	0.030
201.650	1159.273	1258.149	1233.369	1.024	1313.055	1320.237	-0.020
201.867	1143.176	1257.821	1214.486	1.024	1312.108	1304.435	0.020
202.085	1161.731	1263.310	1226.610	1.025	1324.293	1321.462	0.008
202.302	1150.999	1263.842	1214.978	1.026	1324.549	1306.300	0.048
202.520	1151.122	1258.354	1212.807	1.028	1334.866	1317.687	0.043
202.738	1159.806	1258.927	1211.701	1.029	1327.135	1309.140	0.049
202.955	1165.458	1274.164	1221.409	1.031	1327.263	1322.970	0.012
203.173	1152.474	1266.914	1211.292	1.033	1333.151	1313.219	0.051
203.390	1145.429	1274.779	1221.613	1.036	1339.679	1328.686	0.025
203.608	1155.996	1270.478	1220.016	1.038	1326.521	1319.099	0.019
203.825	1152.433	1265.645	1222.105	1.039	1323.346	1328.685	-0.013
204.043	1160.051	1259.009	1210.800	1.040	1318.713	1318.845	-0.000
204.260	1157.758	1257.207	1220.712	1.041	1325.804	1331.783	-0.015
204.478	1151.409	1246.025	1222.351	1.040	1310.060	1328.029	-0.047
204.695	1153.744	1245.984	1215.224	1.039	1306.425	1331.264	-0.065
204.913	1157.348	1259.173	1223.088	1.037	1324.063	1321.628	0.006
205.130	1153.375	1246.148	1226.324	1.035	1322.476	1328.062	-0.014
205.347	1148.951	1262.040	1208.711	1.033	1312.236	1312.223	0.000
205.565	1145.920	1257.862	1216.739	1.031	1316.562	1317.616	-0.003
205.782	1149.566	1249.261	1214.896	1.031	1307.346	1309.652	-0.006
206.000	1153.416	1251.800	1217.804	1.030	1315.154	1322.661	-0.020
206.217	1146.862	1248.196	1205.639	1.030	1307.910	1312.005	-0.011
206.435	1159.847	1257.412	1225.709	1.030	1316.716	1319.409	-0.007
206.652	1144.077	1243.527	1215.060	1.029	1305.145	1307.285	-0.006
206.869	1162.140	1258.845	1223.620	1.029	1320.658	1318.189	0.007
207.087	1146.862	1241.315	1216.944	1.028	1316.998	1321.153	-0.010
207.304	1157.635	1251.637	1228.495	1.028	1318.021	1316.933	0.003
207.521	1136.909	1250.735	1218.173	1.027	1308.934	1307.231	0.004
207.739	1151.655	1263.720	1221.163	1.026	1306.860	1305.660	0.003
207.956	1154.399	1243.486	1219.483	1.026	1314.950	1310.042	0.013
208.173	1161.854	1250.776	1223.866	1.025	1318.943	1309.821	0.026
208.391	1140.596	1251.268	1216.043	1.025	1309.343	1309.075	0.001
208.608	1164.270	1258.354	1235.540	1.025	1323.602	1309.583	0.040
208.825	1144.036	1252.415	1219.524	1.024	1317.381	1305.655	0.030
209.042	1159.847	1261.426	1224.890	1.024	1322.041	1318.378	0.010
209.260	1150.098	1255.528	1211.906	1.025	1305.759	1302.983	0.008
209.477	1162.673	1256.797	1223.620	1.025	1320.377	1324.310	-0.011
209.694	1149.156	1243.854	1214.773	1.026	1307.218	1302.901	0.012
209.911	1149.648	1251.759	1219.524	1.027	1310.879	1306.762	0.011
210.129	1149.197	1246.025	1224.481	1.027	1315.282	1307.191	0.022
210.346	1162.550	1260.074	1230.133	1.026	1323.423	1316.268	0.020
210.563	1136.254	1247.090	1224.399	1.026	1310.418	1314.855	-0.011
210.780	1158.167	1264.129	1217.067	1.025	1308.601	1316.025	-0.021
210.997	1150.917	1250.695	1224.276	1.025	1319.020	1310.674	0.022
211.214	1154.440	1264.334	1227.839	1.026	1318.892	1318.943	-0.000
211.432	1149.197	1252.947	1215.838	1.026	1311.007	1307.458	0.010
211.649	1151.327	1259.992	1230.665	1.026	1315.846	1306.933	0.024
211.866	1153.539	1247.418	1213.299	1.026	1316.358	1309.396	0.019
212.083	1153.047	1260.033	1227.102	1.027	1320.965	1318.710	0.006
212.300	1154.440	1250.490	1220.712	1.027	1310.828	1312.238	-0.004
212.517	1160.912	1257.207	1231.853	1.027	1328.261	1317.746	0.028
212.734	1145.552	1251.145	1221.163	1.026	1312.620	1314.539	-0.005
212.951	1148.951	1266.505	1224.276	1.026	1321.580	1315.699	0.015
213.168	1151.819	1245.697	1209.735	1.026	1311.289	1315.063	-0.010
213.386	1167.547	1265.768	1229.641	1.027	1328.005	1320.526	0.021
213.603	1148.214	1246.680	1227.798	1.027	1311.314	1309.024	0.006
213.820	1157.962	1257.371	1225.054	1.027	1315.948	1318.892	-0.008
214.037	1149.197	1255.159	1228.495	1.026	1319.993	1312.016	0.021
214.254	1158.577	1253.889	1225.054	1.026	1314.873	1306.581	0.024
214.471	1139.817	1261.180	1226.733	1.025	1314.182	1310.397	0.010
214.688	1161.034	1253.685	1232.590	1.025	1316.921	1312.740	0.012
214.905	1152.638	1245.697	1218.419	1.024	1316.818	1312.464	0.012
215.122	1152.679	1264.703	1221.040	1.024	1327.340	1318.135	0.024
215.339	1157.143	1243.445	1216.616	1.024	1316.178	1308.334	0.022
215.556	1160.092	1253.685	1232.345	1.024	1319.225	1312.459	0.019
215.772	1147.149	1248.319	1224.808	1.024	1314.642	1305.823	0.023
215.989	1151.901	1251.759	1224.153	1.023	1318.764	1317.591	0.003
216.206	1153.047	1257.617	1224.562	1.023	1310.956	1311.877	-0.003
216.423	1155.996	1258.354	1228.044	1.023	1316.332	1304.872	0.032
216.640	1143.627	1249.261	1218.214	1.023	1316.639	1306.018	0.028
216.857	1153.088	1257.084	1234.884	1.023	1328.773	1319.811	0.023
217.074	1152.228	1251.882	1221.900	1.023	1317.356	1313.365	0.011
217.291	1152.556	1261.713	1223.702	1.023	1321.042	1320.553	0.001
217.508	1138.507	1246.844	1214.118	1.024	1300.332	1299.280	0.003
217.725	1147.968	1263.187	1225.382	1.024	1322.348	1318.486	0.010
217.941	1143.381	1257.576	1226.488	1.025	1326.137	1318.370	0.019
218.158	1161.936	1255.814	1227.225	1.026	1326.469	1320.538	0.016
218.375	1157.430	1249.261	1215.510	1.026	1312.927	1313.249	-0.001
218.592	1152.310	1258.067	1232.427	1.026	1323.193	1316.254	0.018
218.809	1146.658	1255.159	1226.856	1.026	1314.745	1309.544	0.014
219.025	1160.092	1269.986	1240.946	1.026	1327.263	1323.021	0.011
219.242	1153.744	1260.361	1226.569	1.025	1316.178	1318.552	-0.006
219.459	1159.273	1266.996	1240.659	1.025	1321.119	1321.268	-0.000
219.676	1154.563	1255.651	1228.986	1.025	1317.868	1321.487	-0.010
219.892	1167.629	1268.471	1255.651	1.024	1324.857	1336.072	-0.030
220.109	1153.662	1253.316	1246.066	1.023	1316.588	1321.924	-0.014
220.326	1151.982	1258.559	1243.609	1.021	1326.239	1333.293	-0.017
220.543	1146.822	1255.937	1235.703	1.019	1316.358	1313.795	0.007
220.759	1162.304	1261.631	1234.188	1.018	1333.048	1318.112	0.040
220.976	1159.601	1250.285	1221.204	1.017	1323.807	1309.819	0.039
221.193	1161.690	1256.838	1241.724	1.017	1320.991	1309.871	0.031
221.409	1145.142	1258.641	1235.744	1.016	1325.241	1308.259	0.043
221.626	1147.723	1262.941	1230.133	1.016	1325.957	1303.289	0.059
221.843	1146.330	1259.460	1230.952	1.017	1319.148	1300.504	0.050
222.059	1163.656	1269.167	1234.761	1.018	1336.632	1325.663	0.028
222.276	1150.098	1248.196	1228.945	1.019	1318.482	1309.071	0.025
222.493	1174.469	1261.876	1234.147	1.020	1331.256	1330.831	0.001
222.709	1154.317	1246.517	1222.883	1.020	1313.695	1303.499	0.029
222.926	1154.809	1262.286	1231.771	1.021	1326.623	1320.511	0.016
223.142	1144.077	1260.893	1225.300	1.021	1313.311	1306.635	0.017
223.359	1161.485	1256.511	1236.727	1.022	1315.692	1312.551	0.009
223.576	1160.256	1244.633	1230.133	1.022	1321.887	1306.477	0.044
223.792	1162.591	1262.491	1250.572	1.022	1328.645	1320.392	0.022
224.009	1157.758	1251.718	1230.051	1.021	1314.950	1307.377	0.021
224.225	1153.867	1250.940	1234.065	1.019	1323.807	1318.179	0.015
224.442	1152.924	1259.419	1227.962	1.019	1318.738	1318.060	0.002
224.658	1149.279	1260.771	1227.593	1.018	1323.090	1312.822	0.026
224.875	1145.634	1263.187	1229.109	1.019	1315.897	1310.523	0.014
225.091	1152.515	1265.112	1236.564	1.019	1332.946	1316.169	0.042
225.308	1150.795	1250.080	1238.079	1.020	1320.735	1314.854	0.015
225.524	1159.847	1271.051	1238.120	1.020	1327.673	1323.721	0.010
225.741	1151.573	1248.319	1224.235	1.020	1315.257	1305.250	0.027
225.957	1162.550	1260.156	1234.475	1.021	1327.033	1324.737	0.006
226.174	1139.203	1249.875	1232.713	1.021	1312.774	1309.770	0.008
226.390	1157.881	1276.868	1241.110	1.021	1339.269	1316.702	0.058
226.606	1155.955	1265.194	1229.846	1.021	1320.991	1304.664	0.045
226.823	1157.307	1267.119	1229.969	1.022	1329.951	1317.421	0.033
