wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs
182.679	1165.448	1164.245	1161.045	1.003	1202.132	1201.543	0.007
182.898	1171.541	1173.384	1167.777	1.003	1209.556	1211.424	-0.021
183.116	1177.633	1186.542	1182.753	1.003	1224.455	1223.045	0.013
183.335	1189.588	1188.948	1196.884	1.003	1235.104	1235.459	-0.003
183.553	1172.846	1187.182	1185.979	1.002	1219.796	1225.798	-0.052
183.772	1189.102	1188.692	1188.667	1.001	1226.631	1229.924	-0.037
183.990	1182.062	1175.892	1174.459	1.001	1212.142	1216.316	-0.056
184.209	1180.526	1181.012	1195.425	1.000	1220.461	1225.460	-0.051
184.427	1178.580	1178.683	1180.603	1.000	1221.178	1213.099	0.091
184.645	1186.209	1187.054	1192.737	0.999	1227.732	1228.638	-0.009
184.864	1177.761	1181.960	1189.179	0.998	1228.269	1218.887	0.089
185.082	1179.297	1188.206	1190.305	0.998	1229.319	1218.065	0.111
185.300	1187.643	1179.886	1184.904	0.997	1226.759	1219.728	0.086
185.519	1191.918	1195.297	1192.993	0.997	1227.194	1226.574	0.008
185.737	1181.678	1189.230	1180.321	0.997	1223.585	1218.345	0.058
185.956	1188.820	1241.786	1243.117	0.997	1283.308	1267.474	0.080
186.174	1182.472	1257.965	1264.851	0.998	1293.292	1285.449	0.032
186.392	1190.075	1268.717	1270.534	0.998	1305.145	1282.892	0.093
186.611	1176.225	1258.118	1258.144	0.998	1295.673	1263.833	0.135
186.829	1194.811	1269.613	1285.740	0.998	1316.230	1299.075	0.066
187.047	1184.571	1268.051	1265.184	0.998	1307.270	1284.215	0.090
187.265	1187.822	1266.797	1266.771	0.998	1308.985	1284.310	0.099
187.484	1192.455	1269.510	1275.014	0.998	1314.105	1291.480	0.089
187.702	1182.779	1265.901	1271.225	0.998	1314.335	1281.255	0.126
187.920	1182.958	1266.157	1268.665	0.998	1305.350	1291.813	0.051
188.138	1192.174	1268.614	1270.585	0.997	1315.282	1283.922	0.128
188.357	1188.667	1270.893	1267.872	0.998	1309.036	1295.496	0.052
188.575	1194.990	1275.705	1280.083	0.998	1316.511	1292.889	0.094
188.793	1184.750	1261.958	1277.241	0.998	1304.377	1275.968	0.118
189.011	1189.614	1278.931	1274.246	0.997	1311.750	1295.090	0.064
189.229	1182.369	1267.309	1271.405	0.997	1309.394	1284.659	0.094
189.448	1182.932	1275.219	1284.998	0.997	1317.663	1286.641	0.114
189.666	1176.686	1263.878	1272.736	0.997	1311.750	1277.900	0.125
189.884	1180.910	1274.553	1275.219	0.997	1313.362	1274.607	0.150
190.102	1179.860	1280.979	1271.328	0.997	1311.545	1287.927	0.086
190.320	1195.604	1293.932	1283.820	0.997	1324.473	1298.419	0.098
190.538	1183.726	1269.613	1282.515	0.998	1325.676	1285.347	0.145
190.757	1192.967	1284.358	1281.772	0.999	1323.909	1289.771	0.131
190.975	1182.830	1280.953	1277.549	0.999	1321.913	1292.584	0.103
191.193	1178.708	1292.780	1277.267	1.000	1334.559	1291.329	0.141
191.411	1189.819	1291.884	1275.757	1.001	1331.538	1301.046	0.105
191.629	1192.558	1294.265	1279.161	1.002	1338.322	1301.656	0.126
191.847	1177.480	1297.337	1263.827	1.004	1346.667	1283.455	0.203
192.065	1194.734	1324.140	1282.182	1.007	1371.345	1305.465	0.203
192.283	1185.083	1323.167	1271.865	1.011	1361.157	1296.541	0.199
192.501	1188.615	1343.672	1275.577	1.015	1382.916	1315.889	0.184
192.719	1193.300	1354.424	1278.880	1.021	1391.979	1322.905	0.186
192.937	1190.433	1366.840	1274.502	1.028	1414.762	1325.097	0.222
193.155	1169.851	1388.267	1266.797	1.035	1428.433	1324.031	0.225
193.373	1181.908	1419.268	1276.013	1.045	1463.171	1348.676	0.227
193.591	1184.494	1415.940	1276.678	1.056	1468.061	1366.299	0.193
193.809	1189.998	1402.782	1287.174	1.066	1439.850	1387.002	0.103
194.027	1180.500	1364.946	1277.088	1.075	1417.783	1384.780	0.065
194.245	1190.331	1333.228	1288.044	1.081	1395.512	1396.338	-0.002
