wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
404.639	1289.780	1297.790	1292.087	1.004	1292.631	1297.061	0.243	404.639	0.243	26.012	35.000
404.835	1301.782	1296.727	1300.097	1.003	1304.789	1309.523	0.243	404.835	0.243	0.000	0.000
405.032	1304.219	1309.767	1313.370	1.001	1314.070	1310.704	0.243	405.032	0.243	0.000	0.000
405.229	1331.206	1321.121	1325.839	1.000	1326.021	1317.396	0.243	405.229	0.243	0.000	0.000
405.425	1317.985	1315.133	1317.959	0.999	1313.474	1313.608	0.243	405.425	0.243	0.000	0.000
405.622	1316.585	1325.347	1319.592	0.999	1330.480	1321.352	0.243	405.622	0.243	0.000	0.000
405.819	1307.097	1309.430	1302.301	0.999	1312.048	1319.523	0.243	405.819	0.243	0.000	0.000
406.015	1315.029	1315.988	1320.525	1.000	1319.799	1318.645	0.243	406.015	0.243	0.000	0.000
406.212	1308.237	1306.889	1311.218	1.000	1310.700	1313.527	0.243	406.212	0.243	0.000	0.000
406.409	1333.331	1319.359	1322.080	1.000	1324.725	1318.489	0.243	406.409	0.243	0.000	0.000
406.606	1311.504	1319.670	1317.777	1.000	1323.947	1316.500	0.243	406.606	0.243	0.000	0.000
406.802	1315.807	1318.710	1321.562	1.000	1317.103	1316.275	0.243	406.802	0.243	0.000	0.000
406.999	1314.407	1312.852	1313.966	0.999	1312.929	1311.002	0.243	406.999	0.243	0.000	0.000
407.196	1316.403	1322.729	1321.329	0.999	1323.480	1320.940	0.243	407.196	0.243	0.000	0.000
407.393	1313.889	1319.073	1313.370	0.999	1316.092	1321.751	0.243	407.393	0.243	0.000	0.000
407.589	1318.555	1345.645	1380.253	0.999	1345.438	1356.214	0.243	407.589	0.243	0.000	0.000
407.786	1319.877	1352.489	1400.681	0.998	1360.940	1363.155	0.243	407.786	0.243	0.000	0.000
407.983	1318.425	1351.089	1395.678	0.995	1362.962	1361.074	0.243	407.983	0.243	0.000	0.000
408.180	1309.378	1354.407	1392.204	0.991	1351.063	1346.509	0.243	408.180	0.243	0.000	0.000
408.376	1323.817	1377.246	1411.776	0.987	1372.606	1360.885	0.243	408.376	0.243	0.000	0.000
408.573	1311.530	1357.077	1398.063	0.983	1355.133	1348.646	0.243	408.573	0.243	0.000	0.000
408.770	1319.151	1366.617	1405.088	0.980	1360.033	1345.352	0.243	408.770	0.243	0.000	0.000
408.967	1317.466	1366.980	1396.896	0.977	1368.950	1341.512	0.243	408.967	0.243	0.000	0.000
409.164	1317.596	1357.933	1404.233	0.975	1363.792	1335.357	0.243	409.164	0.243	0.000	0.000
409.360	1323.195	1363.351	1406.462	0.974	1365.243	1336.537	0.243	409.360	0.243	0.000	0.000
409.557	1316.662	1356.792	1404.777	0.972	1373.098	1333.717	0.243	409.557	0.243	0.000	0.000
409.754	1318.762	1361.951	1400.111	0.971	1367.447	1337.923	0.243	409.754	0.243	0.000	0.000
409.951	1328.535	1366.954	1417.246	0.970	1372.346	1339.168	0.243	409.951	0.243	0.000	0.000
410.148	1319.670	1359.488	1396.118	0.969	1366.695	1322.405	0.243	410.148	0.243	0.000	0.000
410.345	1321.458	1367.525	1403.325	0.968	1362.677	1335.923	0.243	410.345	0.243	0.000	0.000
410.542	1314.174	1364.621	1400.837	0.969	1366.332	1336.338	0.244	410.542	0.244	0.000	0.000
410.738	1322.729	1364.284	1406.073	0.969	1365.554	1338.378	0.245	410.738	0.245	0.000	0.000
410.935	1318.425	1355.263	1393.396	0.970	1362.236	1321.198	0.245	410.935	0.245	0.000	0.000
411.132	1316.792	1361.873	1405.607	0.970	1366.280	1328.585	0.246	411.132	0.246	0.000	0.000
411.329	1322.392	1361.147	1400.188	0.970	1363.818	1336.106	0.246	411.329	0.246	0.000	0.000
411.526	1327.058	1375.043	1420.850	0.971	1377.402	1344.354	0.247	411.526	0.247	0.000	0.000
411.723	1315.081	1356.248	1409.314	0.970	1363.688	1329.670	0.247	411.723	0.247	0.000	0.000
411.920	1367.525	1410.065	1446.981	0.970	1403.481	1381.289	0.248	411.920	0.248	0.000	0.000
412.117	1317.155	1366.280	1395.107	0.970	1363.636	1337.335	0.248	412.117	0.248	0.000	0.000
412.314	1321.458	1369.547	1416.546	0.970	1365.814	1336.499	0.249	412.314	0.249	0.000	0.000
412.511	1316.481	1365.503	1412.295	0.971	1366.695	1343.682	0.250	412.511	0.250	0.000	0.000
412.708	1324.310	1366.825	1422.561	0.970	1369.443	1343.319	0.250	412.708	0.250	0.000	0.000
412.905	1317.829	1359.333	1409.547	0.970	1362.288	1329.686	0.251	412.905	0.251	0.000	0.000
413.102	1323.817	1370.402	1429.016	0.969	1372.346	1347.161	0.251	413.102	0.251	0.000	0.000
413.299	1307.045	1359.670	1428.005	0.967	1362.625	1340.819	0.252	413.299	0.252	0.000	0.000
413.496	1325.373	1365.762	1431.686	0.966	1368.717	1345.977	0.252	413.496	0.252	0.000	0.000
413.693	1317.829	1365.710	1435.963	0.963	1370.454	1343.362	0.253	413.693	0.253	0.000	0.000
413.890	1323.092	1366.488	1449.521	0.961	1371.906	1353.588	0.254	413.890	0.254	0.000	0.000
414.087	1308.808	1364.077	1439.670	0.958	1351.996	1331.253	0.254	414.087	0.254	0.000	0.000
414.284	1319.955	1364.310	1455.976	0.955	1366.851	1340.924	0.255	414.284	0.255	0.000	0.000
414.481	1308.056	1359.903	1457.869	0.952	1357.414	1350.752	0.255	414.481	0.255	0.000	0.000
414.678	1325.502	1365.425	1476.326	0.949	1370.610	1352.144	0.256	414.678	0.256	0.000	0.000
414.875	1319.644	1359.748	1483.300	0.945	1361.718	1350.749	0.256	414.875	0.256	0.000	0.000
415.072	1325.632	1374.550	1515.186	0.940	1371.050	1354.230	0.257	415.072	0.257	0.000	0.000
415.269	1318.322	1359.981	1511.064	0.934	1363.247	1345.272	0.257	415.269	0.257	0.000	0.000
415.466	1323.791	1365.451	1506.035	0.928	1368.484	1341.355	0.258	415.466	0.258	0.000	0.000
415.663	1314.433	1361.796	1484.674	0.923	1365.736	1322.594	0.259	415.663	0.259	0.000	0.000
415.860	1321.873	1370.195	1468.990	0.919	1371.595	1314.184	0.259	415.860	0.259	0.000	0.000
416.057	1320.758	1374.239	1444.077	0.917	1376.883	1286.951	0.260	416.057	0.260	0.000	0.000
416.254	1326.721	1372.321	1445.270	0.918	1376.079	1279.581	0.260	416.254	0.260	0.000	0.000
