wavelength	dark	Cell 1	Cell 2	Scalar	Background	Sample	Abs	Fit wavelength	Fit Abs	Temperature	Salinity
406.063	1252.333	1293.164	1289.606	1.003	1308.345	1316.986	0.253	406.063	0.253	26.589	35.000
406.257	1258.502	1294.649	1302.995	1.001	1320.223	1324.942	0.253	406.257	0.253	0.000	0.000
406.451	1266.822	1299.743	1301.791	0.999	1333.202	1328.951	0.253	406.451	0.253	0.000	0.000
406.646	1277.037	1327.084	1317.637	0.999	1339.039	1332.029	0.253	406.646	0.253	0.000	0.000
406.840	1268.537	1307.602	1313.567	0.999	1329.541	1327.652	0.253	406.840	0.253	0.000	0.000
407.034	1275.757	1312.978	1317.074	1.000	1333.458	1336.798	0.253	407.034	0.253	0.000	0.000
407.229	1257.453	1313.030	1307.218	0.999	1328.031	1323.823	0.253	407.229	0.253	0.000	0.000
407.423	1267.616	1313.593	1311.084	1.000	1328.953	1337.947	0.253	407.423	0.253	0.000	0.000
407.618	1265.824	1306.937	1303.532	1.000	1331.154	1325.440	0.253	407.618	0.253	0.000	0.000
407.812	1269.152	1322.220	1316.921	1.000	1338.885	1339.872	0.253	407.812	0.253	0.000	0.000
408.007	1261.549	1312.159	1313.311	1.001	1332.920	1336.393	0.253	408.007	0.253	0.000	0.000
408.201	1273.478	1315.231	1313.721	1.001	1340.600	1333.657	0.253	408.201	0.253	0.000	0.000
408.396	1263.827	1309.522	1311.263	1.001	1326.674	1324.366	0.253	408.396	0.253	0.000	0.000
408.590	1273.197	1317.842	1323.551	1.001	1334.687	1336.595	0.253	408.590	0.253	0.000	0.000
408.785	1266.771	1314.514	1314.182	1.001	1335.839	1337.577	0.253	408.785	0.253	0.000	0.000
408.979	1268.333	1339.397	1350.584	1.000	1362.130	1365.059	0.253	408.979	0.253	0.000	0.000
409.174	1263.238	1347.205	1367.787	0.999	1372.779	1364.936	0.253	409.174	0.253	0.000	0.000
409.368	1271.533	1351.506	1370.526	0.998	1377.157	1361.541	0.253	409.368	0.253	0.000	0.000
409.563	1254.483	1343.340	1363.154	0.996	1363.666	1358.551	0.253	409.563	0.253	0.000	0.000
409.757	1270.918	1352.939	1377.310	0.994	1389.624	1367.845	0.253	409.757	0.253	0.000	0.000
409.952	1262.010	1342.751	1365.304	0.992	1369.809	1364.491	0.253	409.952	0.253	0.000	0.000
410.147	1273.171	1347.051	1366.302	0.990	1379.307	1363.781	0.254	410.147	0.254	0.000	0.000
410.341	1273.453	1346.539	1371.729	0.988	1367.634	1360.733	0.254	410.341	0.254	0.000	0.000
410.536	1267.334	1346.514	1371.064	0.987	1374.392	1347.873	0.254	410.536	0.254	0.000	0.000
